,county,state,GeoFips
1039,Carter,KY,21043
1040,Casey,KY,21045
1041,Christian,KY,21047
1042,Clark,KY,21049
1043,Clay,KY,21051
1044,Clinton,KY,21053
1045,Crittenden,KY,21055
1046,Cumberland,KY,21057
1047,Daviess,KY,21059
1048,Edmonson,KY,21061
1049,Elliott,KY,21063
1050,Estill,KY,21065
1051,Fayette,KY,21067
1052,Fleming,KY,21069
1053,Floyd,KY,21071
1054,Franklin,KY,21073
1055,Fulton,KY,21075
1056,Gallatin,KY,21077
1057,Garrard,KY,21079
1058,Grant,KY,21081
1059,Graves,KY,21083
1060,Grayson,KY,21085
1061,Green,KY,21087
1062,Greenup,KY,21089
1063,Hancock,KY,21091
1064,Hardin,KY,21093
1065,Harlan,KY,21095
1066,Harrison,KY,21097
1067,Hart,KY,21099
1068,Henderson,KY,21101
1069,Henry,KY,21103
1070,Hickman,KY,21105
1071,Hopkins,KY,21107
1072,Jackson,KY,21109
1073,Jefferson,KY,21111
1074,Jessamine,KY,21113
1075,Johnson,KY,21115
1076,Kenton,KY,21117
1077,Knott,KY,21119
1078,Knox,KY,21121
1079,Larue,KY,21123
1080,Laurel,KY,21125
1081,Lawrence,KY,21127
1082,Lee,KY,21129
1083,Leslie,KY,21131
1084,Letcher,KY,21133
1085,Lewis,KY,21135
1086,Lincoln,KY,21137
1087,Livingston,KY,21139
1088,Logan,KY,21141
1089,Lyon,KY,21143
1090,McCracken,KY,21145
1091,McCreary,KY,21147
1092,McLean,KY,21149
1093,Madison,KY,21151
1094,Magoffin,KY,21153
1095,Marion,KY,21155
1096,Marshall,KY,21157
1097,Martin,KY,21159
1098,Mason,KY,21161
1099,Meade,KY,21163
1100,Menifee,KY,21165
1101,Mercer,KY,21167
1102,Metcalfe,KY,21169
1103,Monroe,KY,21171
1104,Montgomery,KY,21173
1105,Morgan,KY,21175
1106,Muhlenberg,KY,21177
1107,Nelson,KY,21179
1108,Nicholas,KY,21181
1109,Ohio,KY,21183
1110,Oldham,KY,21185
1111,Owen,KY,21187
1112,Owsley,KY,21189
1113,Pendleton,KY,21191
1114,Perry,KY,21193
1115,Pike,KY,21195
1116,Powell,KY,21197
1117,Pulaski,KY,21199
1118,Robertson,KY,21201
1119,Rockcastle,KY,21203
1120,Rowan,KY,21205
1121,Russell,KY,21207
1122,Scott,KY,21209
1123,Shelby,KY,21211
1124,Simpson,KY,21213
1125,Spencer,KY,21215
1126,Taylor,KY,21217
1127,Todd,KY,21219
1128,Trigg,KY,21221
1129,Trimble,KY,21223
1130,Union,KY,21225
1131,Warren,KY,21227
1132,Washington,KY,21229
1133,Wayne,KY,21231
1134,Webster,KY,21233
1135,Whitley,KY,21235
1136,Wolfe,KY,21237
1137,Woodford,KY,21239
1138,Acadia,LA,22001
1139,Allen,LA,22003
1140,Ascension,LA,22005
1141,Assumption,LA,22007
1142,Avoyelles,LA,22009
1143,Beauregard,LA,22011
1144,Bienville,LA,22013
1145,Bossier,LA,22015
1146,Caddo,LA,22017
1147,Calcasieu,LA,22019
1148,Caldwell,LA,22021
1149,Cameron,LA,22023
1150,Catahoula,LA,22025
1151,Claiborne,LA,22027
1152,Concordia,LA,22029
1153,De Soto,LA,22031
1154,East Baton Rouge,LA,22033
1155,East Carroll,LA,22035
1156,East Feliciana,LA,22037
1157,Evangeline,LA,22039
1158,Franklin,LA,22041
1159,Grant,LA,22043
1160,Iberia,LA,22045
1161,Iberville,LA,22047
1162,Jackson,LA,22049
1163,Jefferson,LA,22051
1164,Jefferson Davis,LA,22053
1165,Lafayette,LA,22055
1166,Lafourche,LA,22057
1167,LaSalle,LA,22059
1168,Lincoln,LA,22061
1169,Livingston,LA,22063
1170,Madison,LA,22065
1171,Morehouse,LA,22067
1172,Natchitoches,LA,22069
1173,Orleans,LA,22071
1174,Ouachita,LA,22073
1175,Plaquemines,LA,22075
1176,Pointe Coupee,LA,22077
1177,Rapides,LA,22079
1178,Red River,LA,22081
1179,Richland,LA,22083
1180,Sabine,LA,22085
1181,St. Bernard,LA,22087
1182,St. Charles,LA,22089
1183,St. Helena,LA,22091
1184,St. James,LA,22093
1185,St. John the Baptist,LA,22095
1186,St. Landry,LA,22097
1187,St. Martin,LA,22099
1188,St. Mary,LA,22101
1189,St. Tammany,LA,22103
1190,Tangipahoa,LA,22105
1191,Tensas,LA,22107
1192,Terrebonne,LA,22109
1193,Union,LA,22111
1194,Vermilion,LA,22113
1195,Vernon,LA,22115
1196,Washington,LA,22117
1197,Webster,LA,22119
1198,West Baton Rouge,LA,22121
1199,West Carroll,LA,22123
1200,West Feliciana,LA,22125
1201,Winn,LA,22127
1202,Androscoggin,ME,23001
1203,Aroostook,ME,23003
1204,Cumberland,ME,23005
1205,Franklin,ME,23007
1206,Hancock,ME,23009
1207,Kennebec,ME,23011
1208,Knox,ME,23013
1209,Lincoln,ME,23015
1210,Oxford,ME,23017
1211,Penobscot,ME,23019
1212,Piscataquis,ME,23021
1213,Sagadahoc,ME,23023
1214,Somerset,ME,23025
1215,Waldo,ME,23027
1216,Washington,ME,23029
1217,York,ME,23031
1218,Allegany,MD,24001
1219,Anne Arundel,MD,24003
1220,Baltimore,MD,24005
1221,Calvert,MD,24009
1222,Caroline,MD,24011
1223,Carroll,MD,24013
1224,Cecil,MD,24015
1225,Charles,MD,24017
1226,Dorchester,MD,24019
1227,Frederick,MD,24021
1228,Garrett,MD,24023
1229,Harford,MD,24025
1230,Howard,MD,24027
1231,Kent,MD,24029
1232,Montgomery,MD,24031
1233,Prince George's,MD,24033
1234,Queen Anne's,MD,24035
1235,St. Mary's,MD,24037
1236,Somerset,MD,24039
1237,Talbot,MD,24041
1238,Washington,MD,24043
1239,Wicomico,MD,24045
1240,Worcester,MD,24047
1241,Baltimore (Independent City),MD,24510
1242,Barnstable,MA,25001
1243,Berkshire,MA,25003
1244,Bristol,MA,25005
1245,Dukes,MA,25007
1246,Essex,MA,25009
1247,Franklin,MA,25011
1248,Hampden,MA,25013
1249,Hampshire,MA,25015
1250,Middlesex,MA,25017
1251,Nantucket,MA,25019
1252,Norfolk,MA,25021
1253,Plymouth,MA,25023
1254,Suffolk,MA,25025
1255,Worcester,MA,25027
1256,Alcona,MI,26001
1257,Alger,MI,26003
1258,Allegan,MI,26005
1259,Alpena,MI,26007
1260,Antrim,MI,26009
1261,Arenac,MI,26011
1262,Baraga,MI,26013
1263,Barry,MI,26015
1264,Bay,MI,26017
1265,Benzie,MI,26019
1266,Berrien,MI,26021
1267,Branch,MI,26023
1268,Calhoun,MI,26025
1269,Cass,MI,26027
1270,Charlevoix,MI,26029
1271,Cheboygan,MI,26031
1272,Chippewa,MI,26033
1273,Clare,MI,26035
1274,Clinton,MI,26037
1275,Crawford,MI,26039
1276,Delta,MI,26041
1277,Dickinson,MI,26043
1278,Eaton,MI,26045
1279,Emmet,MI,26047
1280,Genesee,MI,26049
1281,Gladwin,MI,26051
1282,Gogebic,MI,26053
1283,Grand Traverse,MI,26055
1284,Gratiot,MI,26057
1285,Hillsdale,MI,26059
1286,Houghton,MI,26061
1287,Huron,MI,26063
1288,Ingham,MI,26065
1289,Ionia,MI,26067
1290,Iosco,MI,26069
1291,Iron,MI,26071
1292,Isabella,MI,26073
1293,Jackson,MI,26075
1294,Kalamazoo,MI,26077
1295,Kalkaska,MI,26079
1296,Kent,MI,26081
1297,Keweenaw,MI,26083
1298,Lake,MI,26085
1299,Lapeer,MI,26087
1300,Leelanau,MI,26089
1301,Lenawee,MI,26091
1302,Livingston,MI,26093
1303,Luce,MI,26095
1304,Mackinac,MI,26097
1305,Macomb,MI,26099
1306,Manistee,MI,26101
1307,Marquette,MI,26103
1308,Mason,MI,26105
1309,Mecosta,MI,26107
1310,Menominee,MI,26109
1311,Midland,MI,26111
1312,Missaukee,MI,26113
1313,Monroe,MI,26115
1314,Montcalm,MI,26117
1315,Montmorency,MI,26119
1316,Muskegon,MI,26121
1317,Newaygo,MI,26123
1318,Oakland,MI,26125
1319,Oceana,MI,26127
1320,Ogemaw,MI,26129
1321,Ontonagon,MI,26131
1322,Osceola,MI,26133
1323,Oscoda,MI,26135
1324,Otsego,MI,26137
1325,Ottawa,MI,26139
1326,Presque Isle,MI,26141
1327,Roscommon,MI,26143
1328,Saginaw,MI,26145
1329,St. Clair,MI,26147
1330,St. Joseph,MI,26149
1331,Sanilac,MI,26151
1332,Schoolcraft,MI,26153
1333,Shiawassee,MI,26155
1334,Tuscola,MI,26157
1335,Van Buren,MI,26159
1336,Washtenaw,MI,26161
1337,Wayne,MI,26163
1338,Wexford,MI,26165
1339,Aitkin,MN,27001
1340,Anoka,MN,27003
1341,Becker,MN,27005
1342,Beltrami,MN,27007
1343,Benton,MN,27009
1344,Big Stone,MN,27011
1345,Blue Earth,MN,27013
1346,Brown,MN,27015
1347,Carlton,MN,27017
1348,Carver,MN,27019
1349,Cass,MN,27021
1350,Chippewa,MN,27023
1351,Chisago,MN,27025
1352,Clay,MN,27027
1353,Clearwater,MN,27029
1354,Cook,MN,27031
1355,Cottonwood,MN,27033
1356,Crow Wing,MN,27035
1357,Dakota,MN,27037
1358,Dodge,MN,27039
1359,Douglas,MN,27041
1360,Faribault,MN,27043
1361,Fillmore,MN,27045
1362,Freeborn,MN,27047
1363,Goodhue,MN,27049
1364,Grant,MN,27051
1365,Hennepin,MN,27053
1366,Houston,MN,27055
1367,Hubbard,MN,27057
1368,Isanti,MN,27059
1369,Itasca,MN,27061
1370,Jackson,MN,27063
1371,Kanabec,MN,27065
1372,Kandiyohi,MN,27067
1373,Kittson,MN,27069
1374,Koochiching,MN,27071
1375,Lac qui Parle,MN,27073
1376,Lake,MN,27075
1377,Lake of the Woods,MN,27077
1378,Le Sueur,MN,27079
1379,Lincoln,MN,27081
1380,Lyon,MN,27083
1381,McLeod,MN,27085
1382,Mahnomen,MN,27087
1383,Marshall,MN,27089
1384,Martin,MN,27091
1385,Meeker,MN,27093
1386,Mille Lacs,MN,27095
1387,Morrison,MN,27097
1388,Mower,MN,27099
1389,Murray,MN,27101
1390,Nicollet,MN,27103
1391,Nobles,MN,27105
1392,Norman,MN,27107
1393,Olmsted,MN,27109
1394,Otter Tail,MN,27111
1395,Pennington,MN,27113
1396,Pine,MN,27115
1397,Pipestone,MN,27117
1398,Polk,MN,27119
1399,Pope,MN,27121
1400,Ramsey,MN,27123
1401,Red Lake,MN,27125
1402,Redwood,MN,27127
1403,Renville,MN,27129
1404,Rice,MN,27131
1405,Rock,MN,27133
1406,Roseau,MN,27135
1407,St. Louis,MN,27137
1408,Scott,MN,27139
1409,Sherburne,MN,27141
1410,Sibley,MN,27143
1411,Stearns,MN,27145
1412,Steele,MN,27147
1413,Stevens,MN,27149
1414,Swift,MN,27151
1415,Todd,MN,27153
1416,Traverse,MN,27155
1417,Wabasha,MN,27157
1418,Wadena,MN,27159
1419,Waseca,MN,27161
1420,Washington,MN,27163
1421,Watonwan,MN,27165
1422,Wilkin,MN,27167
1423,Winona,MN,27169
1424,Wright,MN,27171
1425,Yellow Medicine,MN,27173
1426,Adams,MS,28001
1427,Alcorn,MS,28003
1428,Amite,MS,28005
1429,Attala,MS,28007
1430,Benton,MS,28009
1431,Bolivar,MS,28011
1432,Calhoun,MS,28013
1433,Carroll,MS,28015
1434,Chickasaw,MS,28017
1435,Choctaw,MS,28019
1436,Claiborne,MS,28021
1437,Clarke,MS,28023
1438,Clay,MS,28025
1439,Coahoma,MS,28027
1440,Copiah,MS,28029
1441,Covington,MS,28031
1442,DeSoto,MS,28033
1443,Forrest,MS,28035
1444,Franklin,MS,28037
1445,George,MS,28039
1446,Greene,MS,28041
1447,Grenada,MS,28043
1448,Hancock,MS,28045
1449,Harrison,MS,28047
1450,Hinds,MS,28049
1451,Holmes,MS,28051
1452,Humphreys,MS,28053
1453,Issaquena,MS,28055
1454,Itawamba,MS,28057
1455,Jackson,MS,28059
1456,Jasper,MS,28061
1457,Jefferson,MS,28063
1458,Jefferson Davis,MS,28065
1459,Jones,MS,28067
1460,Kemper,MS,28069
1461,Lafayette,MS,28071
1462,Lamar,MS,28073
1463,Lauderdale,MS,28075
1464,Lawrence,MS,28077
1465,Leake,MS,28079
1466,Lee,MS,28081
1467,Leflore,MS,28083
1468,Lincoln,MS,28085
1469,Lowndes,MS,28087
1470,Madison,MS,28089
1471,Marion,MS,28091
1472,Marshall,MS,28093
1473,Monroe,MS,28095
1474,Montgomery,MS,28097
1475,Neshoba,MS,28099
1476,Newton,MS,28101
1477,Noxubee,MS,28103
1478,Oktibbeha,MS,28105
1479,Panola,MS,28107
1480,Pearl River,MS,28109
1481,Perry,MS,28111
1482,Pike,MS,28113
1483,Pontotoc,MS,28115
1484,Prentiss,MS,28117
1485,Quitman,MS,28119
1486,Rankin,MS,28121
1487,Scott,MS,28123
1488,Sharkey,MS,28125
1489,Simpson,MS,28127
1490,Smith,MS,28129
1491,Stone,MS,28131
1492,Sunflower,MS,28133
1493,Tallahatchie,MS,28135
1494,Tate,MS,28137
1495,Tippah,MS,28139
1496,Tishomingo,MS,28141
1497,Tunica,MS,28143
1498,Union,MS,28145
1499,Walthall,MS,28147
1500,Warren,MS,28149
1501,Washington,MS,28151
1502,Wayne,MS,28153
1503,Webster,MS,28155
1504,Wilkinson,MS,28157
1505,Winston,MS,28159
1506,Yalobusha,MS,28161
1507,Yazoo,MS,28163
1508,Adair,MO,29001
1509,Andrew,MO,29003
1510,Atchison,MO,29005
1511,Audrain,MO,29007
1512,Barry,MO,29009
1513,Barton,MO,29011
1514,Bates,MO,29013
1515,Benton,MO,29015
1516,Bollinger,MO,29017
1517,Boone,MO,29019
1518,Buchanan,MO,29021
1519,Butler,MO,29023
1520,Caldwell,MO,29025
1521,Callaway,MO,29027
1522,Camden,MO,29029
1523,Cape Girardeau,MO,29031
1524,Carroll,MO,29033
1525,Carter,MO,29035
1526,Cass,MO,29037
1527,Cedar,MO,29039
1528,Chariton,MO,29041
1529,Christian,MO,29043
1530,Clark,MO,29045
1531,Clay,MO,29047
1532,Clinton,MO,29049
1533,Cole,MO,29051
1534,Cooper,MO,29053
1535,Crawford,MO,29055
1536,Dade,MO,29057
1537,Dallas,MO,29059
1538,Daviess,MO,29061
1539,DeKalb,MO,29063
1540,Dent,MO,29065
1541,Douglas,MO,29067
1542,Dunklin,MO,29069
1543,Franklin,MO,29071
1544,Gasconade,MO,29073
1545,Gentry,MO,29075
1546,Greene,MO,29077
1547,Grundy,MO,29079
1548,Harrison,MO,29081
1549,Henry,MO,29083
1550,Hickory,MO,29085
1551,Holt,MO,29087
1552,Howard,MO,29089
1553,Howell,MO,29091
1554,Iron,MO,29093
1555,Jackson,MO,29095
1556,Jasper,MO,29097
1557,Jefferson,MO,29099
1558,Johnson,MO,29101
1559,Knox,MO,29103
1560,Laclede,MO,29105
1561,Lafayette,MO,29107
1562,Lawrence,MO,29109
1563,Lewis,MO,29111
1564,Lincoln,MO,29113
1565,Linn,MO,29115
1566,Livingston,MO,29117
1567,McDonald,MO,29119
1568,Macon,MO,29121
1569,Madison,MO,29123
1570,Maries,MO,29125
1571,Marion,MO,29127
1572,Mercer,MO,29129
1573,Miller,MO,29131
1574,Mississippi,MO,29133
1575,Moniteau,MO,29135
1576,Monroe,MO,29137
1577,Montgomery,MO,29139
1578,Morgan,MO,29141
1579,New Madrid,MO,29143
1580,Newton,MO,29145
1581,Nodaway,MO,29147
1582,Oregon,MO,29149
1583,Osage,MO,29151
1584,Ozark,MO,29153
1585,Pemiscot,MO,29155
1586,Perry,MO,29157
1587,Pettis,MO,29159
1588,Phelps,MO,29161
1589,Pike,MO,29163
1590,Platte,MO,29165
1591,Polk,MO,29167
1592,Pulaski,MO,29169
1593,Putnam,MO,29171
1594,Ralls,MO,29173
1595,Randolph,MO,29175
1596,Ray,MO,29177
1597,Reynolds,MO,29179
1598,Ripley,MO,29181
1599,St. Charles,MO,29183
1600,St. Clair,MO,29185
1601,Ste. Genevieve,MO,29186
1602,St. Francois,MO,29187
1603,St. Louis,MO,29189
1604,Saline,MO,29195
1605,Schuyler,MO,29197
1606,Scotland,MO,29199
1607,Scott,MO,29201
1608,Shannon,MO,29203
1609,Shelby,MO,29205
1610,Stoddard,MO,29207
1611,Stone,MO,29209
1612,Sullivan,MO,29211
1613,Taney,MO,29213
1614,Texas,MO,29215
1615,Vernon,MO,29217
1616,Warren,MO,29219
1617,Washington,MO,29221
1618,Wayne,MO,29223
1619,Webster,MO,29225
1620,Worth,MO,29227
1621,Wright,MO,29229
1622,St. Louis (Independent City),MO,29510
1623,Beaverhead,MT,30001
1624,Big Horn,MT,30003
1625,Blaine,MT,30005
1626,Broadwater,MT,30007
1627,Carbon,MT,30009
1628,Carter,MT,30011
1629,Cascade,MT,30013
1630,Chouteau,MT,30015
1631,Custer,MT,30017
1632,Daniels,MT,30019
1633,Dawson,MT,30021
1634,Deer Lodge,MT,30023
1635,Fallon,MT,30025
1636,Fergus,MT,30027
1637,Flathead,MT,30029
1638,Gallatin,MT,30031
1639,Garfield,MT,30033
1640,Glacier,MT,30035
1641,Golden Valley,MT,30037
1642,Granite,MT,30039
1643,Hill,MT,30041
1644,Jefferson,MT,30043
1645,Judith Basin,MT,30045
1646,Lake,MT,30047
1647,Lewis and Clark,MT,30049
1648,Liberty,MT,30051
1649,Lincoln,MT,30053
1650,McCone,MT,30055
1651,Madison,MT,30057
1652,Meagher,MT,30059
1653,Mineral,MT,30061
1654,Missoula,MT,30063
1655,Musselshell,MT,30065
1656,Park,MT,30067
1657,Petroleum,MT,30069
1658,Phillips,MT,30071
1659,Pondera,MT,30073
1660,Powder River,MT,30075
1661,Powell,MT,30077
1662,Prairie,MT,30079
1663,Ravalli,MT,30081
1664,Richland,MT,30083
1665,Roosevelt,MT,30085
1666,Rosebud,MT,30087
1667,Sanders,MT,30089
1668,Sheridan,MT,30091
1669,Silver Bow,MT,30093
1670,Stillwater,MT,30095
1671,Sweet Grass,MT,30097
1672,Teton,MT,30099
1673,Toole,MT,30101
1674,Treasure,MT,30103
1675,Valley,MT,30105
1676,Wheatland,MT,30107
1677,Wibaux,MT,30109
1678,Yellowstone,MT,30111
1679,Adams,NE,31001
1680,Antelope,NE,31003
1681,Arthur,NE,31005
1682,Banner,NE,31007
1683,Blaine,NE,31009
1684,Boone,NE,31011
1685,Box Butte,NE,31013
1686,Boyd,NE,31015
1687,Brown,NE,31017
1688,Buffalo,NE,31019
1689,Burt,NE,31021
1690,Butler,NE,31023
1691,Cass,NE,31025
1692,Cedar,NE,31027
1693,Chase,NE,31029
1694,Cherry,NE,31031
1695,Cheyenne,NE,31033
1696,Clay,NE,31035
1697,Colfax,NE,31037
1698,Cuming,NE,31039
1699,Custer,NE,31041
1700,Dakota,NE,31043
1701,Dawes,NE,31045
1702,Dawson,NE,31047
1703,Deuel,NE,31049
1704,Dixon,NE,31051
1705,Dodge,NE,31053
1706,Douglas,NE,31055
1707,Dundy,NE,31057
1708,Fillmore,NE,31059
1709,Franklin,NE,31061
1710,Frontier,NE,31063
1711,Furnas,NE,31065
1712,Gage,NE,31067
1713,Garden,NE,31069
1714,Garfield,NE,31071
1715,Gosper,NE,31073
1716,Grant,NE,31075
1717,Greeley,NE,31077
1718,Hall,NE,31079
1719,Hamilton,NE,31081
1720,Harlan,NE,31083
1721,Hayes,NE,31085
1722,Hitchcock,NE,31087
1723,Holt,NE,31089
1724,Hooker,NE,31091
1725,Howard,NE,31093
1726,Jefferson,NE,31095
1727,Johnson,NE,31097
1728,Kearney,NE,31099
1729,Keith,NE,31101
1730,Keya Paha,NE,31103
1731,Kimball,NE,31105
1732,Knox,NE,31107
1733,Lancaster,NE,31109
1734,Lincoln,NE,31111
1735,Logan,NE,31113
1736,Loup,NE,31115
1737,McPherson,NE,31117
1738,Madison,NE,31119
1739,Merrick,NE,31121
1740,Morrill,NE,31123
1741,Nance,NE,31125
1742,Nemaha,NE,31127
1743,Nuckolls,NE,31129
1744,Otoe,NE,31131
1745,Pawnee,NE,31133
1746,Perkins,NE,31135
1747,Phelps,NE,31137
1748,Pierce,NE,31139
1749,Platte,NE,31141
1750,Polk,NE,31143
1751,Red Willow,NE,31145
1752,Richardson,NE,31147
1753,Rock,NE,31149
1754,Saline,NE,31151
1755,Sarpy,NE,31153
1756,Saunders,NE,31155
1757,Scotts Bluff,NE,31157
1758,Seward,NE,31159
1759,Sheridan,NE,31161
1760,Sherman,NE,31163
1761,Sioux,NE,31165
1762,Stanton,NE,31167
1763,Thayer,NE,31169
1764,Thomas,NE,31171
1765,Thurston,NE,31173
1766,Valley,NE,31175
1767,Washington,NE,31177
1768,Wayne,NE,31179
1769,Webster,NE,31181
1770,Wheeler,NE,31183
1771,York,NE,31185
1772,Churchill,NV,32001
1773,Clark,NV,32003
1774,Douglas,NV,32005
1775,Elko,NV,32007
1776,Esmeralda,NV,32009
1777,Eureka,NV,32011
1778,Humboldt,NV,32013
1779,Lander,NV,32015
1780,Lincoln,NV,32017
1781,Lyon,NV,32019
1782,Mineral,NV,32021
1783,Nye,NV,32023
1784,Pershing,NV,32027
1785,Storey,NV,32029
1786,Washoe,NV,32031
1787,White Pine,NV,32033
1788,Carson City (Independent City),NV,32510
1789,Belknap,NH,33001
1790,Carroll,NH,33003
1791,Cheshire,NH,33005
1792,Coos,NH,33007
1793,Grafton,NH,33009
1794,Hillsborough,NH,33011
1795,Merrimack,NH,33013
1796,Rockingham,NH,33015
1797,Strafford,NH,33017
1798,Sullivan,NH,33019
1799,Atlantic,NJ,34001
1800,Bergen,NJ,34003
1801,Burlington,NJ,34005
1802,Camden,NJ,34007
1803,Cape May,NJ,34009
1804,Cumberland,NJ,34011
1805,Essex,NJ,34013
1806,Gloucester,NJ,34015
1807,Hudson,NJ,34017
1808,Hunterdon,NJ,34019
1809,Mercer,NJ,34021
1810,Middlesex,NJ,34023
1811,Monmouth,NJ,34025
1812,Morris,NJ,34027
1813,Ocean,NJ,34029
1814,Passaic,NJ,34031
1815,Salem,NJ,34033
1816,Somerset,NJ,34035
1817,Sussex,NJ,34037
1818,Union,NJ,34039
1819,Warren,NJ,34041
1820,Bernalillo,NM,35001
1821,Catron,NM,35003
1822,Chaves,NM,35005
1823,Cibola,NM,35006
1824,Colfax,NM,35007
1825,Curry,NM,35009
1826,De Baca,NM,35011
1827,Doña Ana,NM,35013
1828,Eddy,NM,35015
1829,Grant,NM,35017
1830,Guadalupe,NM,35019
1831,Harding,NM,35021
1832,Hidalgo,NM,35023
1833,Lea,NM,35025
1834,Lincoln,NM,35027
1835,Los Alamos,NM,35028
1836,Luna,NM,35029
1837,McKinley,NM,35031
1838,Mora,NM,35033
1839,Otero,NM,35035
1840,Quay,NM,35037
1841,Rio Arriba,NM,35039
1842,Roosevelt,NM,35041
1843,Sandoval,NM,35043
1844,San Juan,NM,35045
1845,San Miguel,NM,35047
1846,Santa Fe,NM,35049
1847,Sierra,NM,35051
1848,Socorro,NM,35053
1849,Taos,NM,35055
1850,Torrance,NM,35057
1851,Union,NM,35059
1852,Valencia,NM,35061
1853,Albany,NY,36001
1854,Allegany,NY,36003
1855,Bronx,NY,36005
1856,Broome,NY,36007
1857,Cattaraugus,NY,36009
1858,Cayuga,NY,36011
1859,Chautauqua,NY,36013
1860,Chemung,NY,36015
1861,Chenango,NY,36017
1862,Clinton,NY,36019
1863,Columbia,NY,36021
1864,Cortland,NY,36023
1865,Delaware,NY,36025
1866,Dutchess,NY,36027
1867,Erie,NY,36029
1868,Essex,NY,36031
1869,Franklin,NY,36033
1870,Fulton,NY,36035
1871,Genesee,NY,36037
1872,Greene,NY,36039
1873,Hamilton,NY,36041
1874,Herkimer,NY,36043
1875,Jefferson,NY,36045
1876,Kings,NY,36047
1877,Lewis,NY,36049
1878,Livingston,NY,36051
1879,Madison,NY,36053
1880,Monroe,NY,36055
1881,Montgomery,NY,36057
1882,Nassau,NY,36059
1883,New York,NY,36061
1884,Niagara,NY,36063
1885,Oneida,NY,36065
1886,Onondaga,NY,36067
1887,Ontario,NY,36069
1888,Orange,NY,36071
1889,Orleans,NY,36073
1890,Oswego,NY,36075
1891,Otsego,NY,36077
1892,Putnam,NY,36079
1893,Queens,NY,36081
1894,Rensselaer,NY,36083
1895,Richmond,NY,36085
1896,Rockland,NY,36087
1897,St. Lawrence,NY,36089
1898,Saratoga,NY,36091
1899,Schenectady,NY,36093
1900,Schoharie,NY,36095
1901,Schuyler,NY,36097
1902,Seneca,NY,36099
1903,Steuben,NY,36101
1904,Suffolk,NY,36103
1905,Sullivan,NY,36105
1906,Tioga,NY,36107
1907,Tompkins,NY,36109
1908,Ulster,NY,36111
1909,Warren,NY,36113
1910,Washington,NY,36115
1911,Wayne,NY,36117
1912,Westchester,NY,36119
1913,Wyoming,NY,36121
1914,Yates,NY,36123
1915,Alamance,NC,37001
1916,Alexander,NC,37003
1917,Alleghany,NC,37005
1918,Anson,NC,37007
1919,Ashe,NC,37009
1920,Avery,NC,37011
1921,Beaufort,NC,37013
1922,Bertie,NC,37015
1923,Bladen,NC,37017
1924,Brunswick,NC,37019
1925,Buncombe,NC,37021
1926,Burke,NC,37023
1927,Cabarrus,NC,37025
1928,Caldwell,NC,37027
1929,Camden,NC,37029
1930,Carteret,NC,37031
1931,Caswell,NC,37033
1932,Catawba,NC,37035
1933,Chatham,NC,37037
1934,Cherokee,NC,37039
1935,Chowan,NC,37041
1936,Clay,NC,37043
1937,Cleveland,NC,37045
1938,Columbus,NC,37047
1939,Craven,NC,37049
1940,Cumberland,NC,37051
1941,Currituck,NC,37053
1942,Dare,NC,37055
1943,Davidson,NC,37057
1944,Davie,NC,37059
1945,Duplin,NC,37061
1946,Durham,NC,37063
1947,Edgecombe,NC,37065
1948,Forsyth,NC,37067
1949,Franklin,NC,37069
1950,Gaston,NC,37071
1951,Gates,NC,37073
1952,Graham,NC,37075
1953,Granville,NC,37077
1954,Greene,NC,37079
1955,Guilford,NC,37081
1956,Halifax,NC,37083
1957,Harnett,NC,37085
1958,Haywood,NC,37087
1959,Henderson,NC,37089
1960,Hertford,NC,37091
1961,Hoke,NC,37093
1962,Hyde,NC,37095
1963,Iredell,NC,37097
1964,Jackson,NC,37099
1965,Johnston,NC,37101
1966,Jones,NC,37103
1967,Lee,NC,37105
1968,Lenoir,NC,37107
1969,Lincoln,NC,37109
1970,McDowell,NC,37111
1971,Macon,NC,37113
1972,Madison,NC,37115
1973,Martin,NC,37117
1974,Mecklenburg,NC,37119
1975,Mitchell,NC,37121
1976,Montgomery,NC,37123
1977,Moore,NC,37125
1978,Nash,NC,37127
1979,New Hanover,NC,37129
1980,Northampton,NC,37131
1981,Onslow,NC,37133
1982,Orange,NC,37135
1983,Pamlico,NC,37137
1984,Pasquotank,NC,37139
1985,Pender,NC,37141
1986,Perquimans,NC,37143
1987,Person,NC,37145
1988,Pitt,NC,37147
1989,Polk,NC,37149
1990,Randolph,NC,37151
1991,Richmond,NC,37153
1992,Robeson,NC,37155
1993,Rockingham,NC,37157
1994,Rowan,NC,37159
1995,Rutherford,NC,37161
1996,Sampson,NC,37163
1997,Scotland,NC,37165
1998,Stanly,NC,37167
1999,Stokes,NC,37169
2000,Surry,NC,37171
2001,Swain,NC,37173
2002,Transylvania,NC,37175
2003,Tyrrell,NC,37177
2004,Union,NC,37179
2005,Vance,NC,37181
2006,Wake,NC,37183
2007,Warren,NC,37185
2008,Washington,NC,37187
2009,Watauga,NC,37189
2010,Wayne,NC,37191
2011,Wilkes,NC,37193
2012,Wilson,NC,37195
2013,Yadkin,NC,37197
2014,Yancey,NC,37199
2015,Adams,ND,38001
2016,Barnes,ND,38003
2017,Benson,ND,38005
2018,Billings,ND,38007
2019,Bottineau,ND,38009
2020,Bowman,ND,38011
2021,Burke,ND,38013
2022,Burleigh,ND,38015
