,GeoFips,GeoName_x,per_capita_income,GeoName_y,population
924,20023,"Cheyenne, KS",54465,"Cheyenne, KS",2600
925,20025,"Clark, KS",60647,"Clark, KS",1963
926,20027,"Clay, KS",47126,"Clay, KS",8025
927,20029,"Cloud, KS",44452,"Cloud, KS",8642
928,20031,"Coffey, KS",56988,"Coffey, KS",8158
929,20033,"Comanche, KS",46141,"Comanche, KS",1690
930,20035,"Cowley, KS",42334,"Cowley, KS",34628
931,20037,"Crawford, KS",42963,"Crawford, KS",38730
932,20039,"Decatur, KS",51018,"Decatur, KS",2776
933,20041,"Dickinson, KS",47348,"Dickinson, KS",18266
934,20043,"Doniphan, KS",44885,"Doniphan, KS",7496
935,20045,"Douglas, KS",47494,"Douglas, KS",122530
936,20047,"Edwards, KS",61904,"Edwards, KS",2750
937,20049,"Elk, KS",42431,"Elk, KS",2507
938,20051,"Ellis, KS",50785,"Ellis, KS",28671
939,20053,"Ellsworth, KS",47276,"Ellsworth, KS",6034
940,20055,"Finney, KS",46899,"Finney, KS",35917
941,20057,"Ford, KS",45081,"Ford, KS",33094
942,20059,"Franklin, KS",46437,"Franklin, KS",25703
943,20061,"Geary, KS",54663,"Geary, KS",32218
944,20063,"Gove, KS",61150,"Gove, KS",2621
945,20065,"Graham, KS",56190,"Graham, KS",2389
946,20067,"Grant, KS",44835,"Grant, KS",7077
947,20069,"Gray, KS",60355,"Gray, KS",5954
948,20071,"Greeley, KS",89737,"Greeley, KS",1196
949,20073,"Greenwood, KS",46032,"Greenwood, KS",5868
950,20075,"Hamilton, KS",75840,"Hamilton, KS",2425
951,20077,"Harper, KS",57870,"Harper, KS",5336
952,20079,"Harvey, KS",46698,"Harvey, KS",34291
953,20081,"Haskell, KS",56311,"Haskell, KS",3923
954,20083,"Hodgeman, KS",61030,"Hodgeman, KS",1779
955,20085,"Jackson, KS",46523,"Jackson, KS",13171
956,20087,"Jefferson, KS",48099,"Jefferson, KS",19032
957,20089,"Jewell, KS",55860,"Jewell, KS",2833
958,20091,"Johnson, KS",80681,"Johnson, KS",607220
959,20093,"Kearny, KS",61932,"Kearny, KS",3745
960,20095,"Kingman, KS",50889,"Kingman, KS",6974
961,20097,"Kiowa, KS",48250,"Kiowa, KS",2456
962,20099,"Labette, KS",47114,"Labette, KS",19586
963,20101,"Lane, KS",72211,"Lane, KS",1518
964,20103,"Leavenworth, KS",46176,"Leavenworth, KS",82246
965,20105,"Lincoln, KS",52328,"Lincoln, KS",2986
966,20107,"Linn, KS",44155,"Linn, KS",9654
967,20109,"Logan, KS",57732,"Logan, KS",2732
968,20111,"Lyon, KS",43035,"Lyon, KS",33045
969,20113,"McPherson, KS",58438,"McPherson, KS",28448
970,20115,"Marion, KS",46588,"Marion, KS",11652
971,20117,"Marshall, KS",48358,"Marshall, KS",9652
972,20119,"Meade, KS",65633,"Meade, KS",4029
973,20121,"Miami, KS",52811,"Miami, KS",34334
974,20123,"Mitchell, KS",63384,"Mitchell, KS",5879
975,20125,"Montgomery, KS",40651,"Montgomery, KS",31502
976,20127,"Morris, KS",48171,"Morris, KS",5559
977,20129,"Morton, KS",54151,"Morton, KS",2538
978,20131,"Nemaha, KS",56013,"Nemaha, KS",10121
979,20133,"Neosho, KS",43566,"Neosho, KS",15929
980,20135,"Ness, KS",60508,"Ness, KS",2768
981,20137,"Norton, KS",47679,"Norton, KS",5328
982,20139,"Osage, KS",46698,"Osage, KS",15770
983,20141,"Osborne, KS",51423,"Osborne, KS",3439
984,20143,"Ottawa, KS",45692,"Ottawa, KS",5712
985,20145,"Pawnee, KS",43986,"Pawnee, KS",6366
986,20147,"Phillips, KS",56496,"Phillips, KS",5181
987,20149,"Pottawatomie, KS",57495,"Pottawatomie, KS",24722
988,20151,"Pratt, KS",53750,"Pratt, KS",9127
989,20153,"Rawlins, KS",65230,"Rawlins, KS",2511
990,20155,"Reno, KS",44529,"Reno, KS",61793
991,20157,"Republic, KS",49163,"Republic, KS",4536
992,20159,"Rice, KS",46275,"Rice, KS",9362
993,20161,"Riley, KS",45177,"Riley, KS",73202
994,20163,"Rooks, KS",46817,"Rooks, KS",4827
995,20165,"Rush, KS",59190,"Rush, KS",2947
996,20167,"Russell, KS",48430,"Russell, KS",6804
997,20169,"Saline, KS",53320,"Saline, KS",53926
998,20171,"Scott, KS",60520,"Scott, KS",4790
999,20173,"Sedgwick, KS",56550,"Sedgwick, KS",519907
1000,20175,"Seward, KS",43606,"Seward, KS",21038
1001,20177,"Shawnee, KS",51216,"Shawnee, KS",175999
1002,20179,"Sheridan, KS",50691,"Sheridan, KS",2520
1003,20181,"Sherman, KS",48439,"Sherman, KS",5777
1004,20183,"Smith, KS",54497,"Smith, KS",3544
1005,20185,"Stafford, KS",50623,"Stafford, KS",4046
1006,20187,"Stanton, KS",85633,"Stanton, KS",1969
1007,20189,"Stevens, KS",48686,"Stevens, KS",5388
1008,20191,"Sumner, KS",44392,"Sumner, KS",22578
1009,20193,"Thomas, KS",51457,"Thomas, KS",7702
1010,20195,"Trego, KS",56311,"Trego, KS",2758
1011,20197,"Wabaunsee, KS",54428,"Wabaunsee, KS",6906
1012,20199,"Wallace, KS",59159,"Wallace, KS",1536
1013,20201,"Washington, KS",52731,"Washington, KS",5427
1014,20203,"Wichita, KS",61032,"Wichita, KS",2074
1015,20205,"Wilson, KS",45341,"Wilson, KS",8362
1016,20207,"Woodson, KS",43381,"Woodson, KS",3015
1017,20209,"Wyandotte, KS",36961,"Wyandotte, KS",165265
1018,21001,"Adair, KY",35880,"Adair, KY",19555
1019,21003,"Allen, KY",35499,"Allen, KY",21303
1020,21005,"Anderson, KY",44009,"Anderson, KY",22833
1021,21007,"Ballard, KY",45124,"Ballard, KY",7769
1022,21009,"Barren, KY",41057,"Barren, KY",44300
1023,21011,"Bath, KY",35333,"Bath, KY",12481
1024,21013,"Bell, KY",34618,"Bell, KY",25482
1025,21015,"Boone, KY",53405,"Boone, KY",135396
1026,21017,"Bourbon, KY",51624,"Bourbon, KY",19901
1027,21019,"Boyd, KY",43917,"Boyd, KY",46516
1028,21021,"Boyle, KY",43024,"Boyle, KY",30367
1029,21023,"Bracken, KY",42258,"Bracken, KY",8286
1030,21025,"Breathitt, KY",38011,"Breathitt, KY",12550
1031,21027,"Breckinridge, KY",39084,"Breckinridge, KY",20537
1032,21029,"Bullitt, KY",46618,"Bullitt, KY",82182
1033,21031,"Butler, KY",38969,"Butler, KY",12703
1034,21033,"Caldwell, KY",40364,"Caldwell, KY",12687
1035,21035,"Calloway, KY",38629,"Calloway, KY",39300
1036,21037,"Campbell, KY",53445,"Campbell, KY",94020
1037,21039,"Carlisle, KY",48900,"Carlisle, KY",4692
1038,21041,"Carroll, KY",41568,"Carroll, KY",10730
1039,21043,"Carter, KY",36002,"Carter, KY",26542
1040,21045,"Casey, KY",36436,"Casey, KY",16066
1041,21047,"Christian, KY",42884,"Christian, KY",71478
1042,21049,"Clark, KY",43952,"Clark, KY",36463
1043,21051,"Clay, KY",35259,"Clay, KY",19631
1044,21053,"Clinton, KY",35609,"Clinton, KY",10110
1045,21055,"Crittenden, KY",39879,"Crittenden, KY",8847
1046,21057,"Cumberland, KY",44628,"Cumberland, KY",6523
1047,21059,"Daviess, KY",46373,"Daviess, KY",101978
1048,21061,"Edmonson, KY",37223,"Edmonson, KY",12235
1049,21063,"Elliott, KY",27001,"Elliott, KY",7372
1050,21065,"Estill, KY",36569,"Estill, KY",14109
1051,21067,"Fayette, KY",54824,"Fayette, KY",324735
1052,21069,"Fleming, KY",39846,"Fleming, KY",14603
1053,21071,"Floyd, KY",41330,"Floyd, KY",34974
1054,21073,"Franklin, KY",47009,"Franklin, KY",51118
1055,21075,"Fulton, KY",39745,"Fulton, KY",5952
1056,21077,"Gallatin, KY",38178,"Gallatin, KY",8779
1057,21079,"Garrard, KY",38822,"Garrard, KY",17719
1058,21081,"Grant, KY",40772,"Grant, KY",25387
1059,21083,"Graves, KY",42264,"Graves, KY",36818
1060,21085,"Grayson, KY",38959,"Grayson, KY",26480
1061,21087,"Green, KY",39882,"Green, KY",10995
1062,21089,"Greenup, KY",45897,"Greenup, KY",34865
1063,21091,"Hancock, KY",40261,"Hancock, KY",8742
1064,21093,"Hardin, KY",47873,"Hardin, KY",111309
1065,21095,"Harlan, KY",35824,"Harlan, KY",25566
1066,21097,"Harrison, KY",41079,"Harrison, KY",18920
1067,21099,"Hart, KY",37418,"Hart, KY",19013
1068,21101,"Henderson, KY",44793,"Henderson, KY",44740
1069,21103,"Henry, KY",43426,"Henry, KY",16067
1070,21105,"Hickman, KY",46425,"Hickman, KY",4364
1071,21107,"Hopkins, KY",42918,"Hopkins, KY",44662
1072,21109,"Jackson, KY",33106,"Jackson, KY",13340
1073,21111,"Jefferson, KY",57863,"Jefferson, KY",767452
1074,21113,"Jessamine, KY",49406,"Jessamine, KY",54057
1075,21115,"Johnson, KY",37769,"Johnson, KY",22002
1076,21117,"Kenton, KY",62500,"Kenton, KY",167949
1077,21119,"Knott, KY",35697,"Knott, KY",14512
1078,21121,"Knox, KY",33797,"Knox, KY",31022
1079,21123,"Larue, KY",42333,"Larue, KY",14431
1080,21125,"Laurel, KY",37869,"Laurel, KY",61238
1081,21127,"Lawrence, KY",36446,"Lawrence, KY",15436
1082,21129,"Lee, KY",32694,"Lee, KY",7268
1083,21131,"Leslie, KY",38666,"Leslie, KY",9637
1084,21133,"Letcher, KY",35770,"Letcher, KY",21213
1085,21135,"Lewis, KY",36806,"Lewis, KY",13262
1086,21137,"Lincoln, KY",37303,"Lincoln, KY",24466
1087,21139,"Livingston, KY",43379,"Livingston, KY",9041
1088,21141,"Logan, KY",40963,"Logan, KY",27416
1089,21143,"Lyon, KY",40843,"Lyon, KY",8133
1090,21145,"McCracken, KY",52171,"McCracken, KY",65644
1091,21147,"McCreary, KY",30943,"McCreary, KY",17071
1092,21149,"McLean, KY",43162,"McLean, KY",9075
1093,21151,"Madison, KY",39093,"Madison, KY",94265
1094,21153,"Magoffin, KY",38033,"Magoffin, KY",12017
1095,21155,"Marion, KY",41225,"Marion, KY",19314
1096,21157,"Marshall, KY",45975,"Marshall, KY",31163
1097,21159,"Martin, KY",32383,"Martin, KY",11031
1098,21161,"Mason, KY",45488,"Mason, KY",17035
1099,21163,"Meade, KY",44720,"Meade, KY",28616
1100,21165,"Menifee, KY",35489,"Menifee, KY",6502
1101,21167,"Mercer, KY",41025,"Mercer, KY",21889
1102,21169,"Metcalfe, KY",35804,"Metcalfe, KY",10058
1103,21171,"Monroe, KY",42638,"Monroe, KY",10549
1104,21173,"Montgomery, KY",39549,"Montgomery, KY",28186
1105,21175,"Morgan, KY",31500,"Morgan, KY",13142
1106,21177,"Muhlenberg, KY",37328,"Muhlenberg, KY",30457
1107,21179,"Nelson, KY",47784,"Nelson, KY",46450
1108,21181,"Nicholas, KY",39531,"Nicholas, KY",7234
1109,21183,"Ohio, KY",36606,"Ohio, KY",23899
1110,21185,"Oldham, KY",68986,"Oldham, KY",66999
1111,21187,"Owen, KY",37464,"Owen, KY",11017
1112,21189,"Owsley, KY",36830,"Owsley, KY",4331
1113,21191,"Pendleton, KY",46524,"Pendleton, KY",14586
1114,21193,"Perry, KY",43661,"Perry, KY",25456
1115,21195,"Pike, KY",39450,"Pike, KY",57057
1116,21197,"Powell, KY",37224,"Powell, KY",12218
1117,21199,"Pulaski, KY",41989,"Pulaski, KY",65530
1118,21201,"Robertson, KY",39137,"Robertson, KY",2136
1119,21203,"Rockcastle, KY",35809,"Rockcastle, KY",16750
1120,21205,"Rowan, KY",34561,"Rowan, KY",24682
1121,21207,"Russell, KY",40672,"Russell, KY",17998
1122,21209,"Scott, KY",47509,"Scott, KY",58470
1123,21211,"Shelby, KY",50602,"Shelby, KY",49611
1124,21213,"Simpson, KY",42537,"Simpson, KY",18635
1125,21215,"Spencer, KY",49066,"Spencer, KY",19585
1126,21217,"Taylor, KY",39488,"Taylor, KY",25707
1127,21219,"Todd, KY",41672,"Todd, KY",12448
1128,21221,"Trigg, KY",41497,"Trigg, KY",14776
1129,21223,"Trimble, KY",44227,"Trimble, KY",8481
1130,21225,"Union, KY",41157,"Union, KY",14443
1131,21227,"Warren, KY",40705,"Warren, KY",134510
1132,21229,"Washington, KY",41902,"Washington, KY",12147
1133,21231,"Wayne, KY",33258,"Wayne, KY",20209
1134,21233,"Webster, KY",42496,"Webster, KY",12923
1135,21235,"Whitley, KY",38256,"Whitley, KY",36451
1136,21237,"Wolfe, KY",36449,"Wolfe, KY",7106
1137,21239,"Woodford, KY",54911,"Woodford, KY",26765
1138,22001,"Acadia, LA",40916,"Acadia, LA",61918
1139,22003,"Allen, LA",37054,"Allen, LA",25440
1140,22005,"Ascension, LA",54395,"Ascension, LA",128665
1141,22007,"Assumption, LA",51585,"Assumption, LA",21621
1142,22009,"Avoyelles, LA",41977,"Avoyelles, LA",39966
1143,22011,"Beauregard, LA",47003,"Beauregard, LA",37881
1144,22013,"Bienville, LA",42372,"Bienville, LA",12983
1145,22015,"Bossier, LA",48907,"Bossier, LA",127275
1146,22017,"Caddo, LA",55047,"Caddo, LA",237479
1147,22019,"Calcasieu, LA",50994,"Calcasieu, LA",203310
1148,22021,"Caldwell, LA",38705,"Caldwell, LA",9839
1149,22023,"Cameron, LA",49224,"Cameron, LA",7003
1150,22025,"Catahoula, LA",39357,"Catahoula, LA",9226
1151,22027,"Claiborne, LA",36281,"Claiborne, LA",15508
1152,22029,"Concordia, LA",38891,"Concordia, LA",18914
1153,22031,"De Soto, LA",45615,"De Soto, LA",27650
1154,22033,"East Baton Rouge, LA",56484,"East Baton Rouge, LA",439729
1155,22035,"East Carroll, LA",41875,"East Carroll, LA",6589
1156,22037,"East Feliciana, LA",44787,"East Feliciana, LA",18882
1157,22039,"Evangeline, LA",37820,"Evangeline, LA",33276
1158,22041,"Franklin, LA",37754,"Franklin, LA",19723
1159,22043,"Grant, LA",34870,"Grant, LA",22254
1160,22045,"Iberia, LA",44242,"Iberia, LA",68991
1161,22047,"Iberville, LA",46461,"Iberville, LA",32070
1162,22049,"Jackson, LA",37665,"Jackson, LA",15574
1163,22051,"Jefferson, LA",55373,"Jefferson, LA",432346
1164,22053,"Jefferson Davis, LA",45620,"Jefferson Davis, LA",31208
1165,22055,"Lafayette, LA",52507,"Lafayette, LA",246518
1166,22057,"Lafourche, LA",48741,"Lafourche, LA",97596
1167,22059,"LaSalle, LA",36116,"LaSalle, LA",15021
1168,22061,"Lincoln, LA",44944,"Lincoln, LA",46552
1169,22063,"Livingston, LA",45620,"Livingston, LA",143737
1170,22065,"Madison, LA",38337,"Madison, LA",10635
1171,22067,"Morehouse, LA",44187,"Morehouse, LA",24227
1172,22069,"Natchitoches, LA",43702,"Natchitoches, LA",37655
1173,22071,"Orleans, LA",57421,"Orleans, LA",389476
1174,22073,"Ouachita, LA",45661,"Ouachita, LA",152439
1175,22075,"Plaquemines, LA",51456,"Plaquemines, LA",23113
1176,22077,"Pointe Coupee, LA",52332,"Pointe Coupee, LA",21529
1177,22079,"Rapides, LA",50226,"Rapides, LA",128567
1178,22081,"Red River, LA",45680,"Red River, LA",8286
1179,22083,"Richland, LA",42644,"Richland, LA",20014
1180,22085,"Sabine, LA",38190,"Sabine, LA",23803
1181,22087,"St. Bernard, LA",36093,"St. Bernard, LA",47647
1182,22089,"St. Charles, LA",53148,"St. Charles, LA",52987
1183,22091,"St. Helena, LA",48743,"St. Helena, LA",10081
1184,22093,"St. James, LA",56880,"St. James, LA",20727
1185,22095,"St. John the Baptist, LA",45927,"St. John the Baptist, LA",42516
1186,22097,"St. Landry, LA",46131,"St. Landry, LA",81440
1187,22099,"St. Martin, LA",42203,"St. Martin, LA",52954
1188,22101,"St. Mary, LA",45760,"St. Mary, LA",48330
1189,22103,"St. Tammany, LA",70190,"St. Tammany, LA",263446
1190,22105,"Tangipahoa, LA",41792,"Tangipahoa, LA",136765
1191,22107,"Tensas, LA",44043,"Tensas, LA",4178
1192,22109,"Terrebonne, LA",45942,"Terrebonne, LA",109859
1193,22111,"Union, LA",43609,"Union, LA",22170
1194,22113,"Vermilion, LA",42526,"Vermilion, LA",59378
1195,22115,"Vernon, LA",45320,"Vernon, LA",47894
1196,22117,"Washington, LA",38515,"Washington, LA",45773
1197,22119,"Webster, LA",45088,"Webster, LA",37943
1198,22121,"West Baton Rouge, LA",51758,"West Baton Rouge, LA",26792
1199,22123,"West Carroll, LA",37148,"West Carroll, LA",10646
1200,22125,"West Feliciana, LA",41145,"West Feliciana, LA",15465
1201,22127,"Winn, LA",41491,"Winn, LA",13839
1202,23001,"Androscoggin, ME",46357,"Androscoggin, ME",108547
1203,23003,"Aroostook, ME",47605,"Aroostook, ME",66804
1204,23005,"Cumberland, ME",68237,"Cumberland, ME",298111
1205,23007,"Franklin, ME",43276,"Franklin, ME",29986
1206,23009,"Hancock, ME",55393,"Hancock, ME",55088
1207,23011,"Kennebec, ME",50469,"Kennebec, ME",122955
1208,23013,"Knox, ME",54363,"Knox, ME",39951
1209,23015,"Lincoln, ME",54300,"Lincoln, ME",34775
1210,23017,"Oxford, ME",42327,"Oxford, ME",58132
1211,23019,"Penobscot, ME",47315,"Penobscot, ME",151655
1212,23021,"Piscataquis, ME",42527,"Piscataquis, ME",16996
1213,23023,"Sagadahoc, ME",55965,"Sagadahoc, ME",36044
1214,23025,"Somerset, ME",43134,"Somerset, ME",50635
1215,23027,"Waldo, ME",47495,"Waldo, ME",39923
1216,23029,"Washington, ME",45558,"Washington, ME",31473
1217,23031,"York, ME",58038,"York, ME",209066
1218,24001,"Allegany, MD",43970,"Allegany, MD",70057
1219,24003,"Anne Arundel, MD",72197,"Anne Arundel, MD",582777
1220,24005,"Baltimore, MD",66585,"Baltimore, MD",826017
1221,24009,"Calvert, MD",66469,"Calvert, MD",93072
1222,24011,"Caroline, MD",48393,"Caroline, MD",33492
1223,24013,"Carroll, MD",66901,"Carroll, MD",169092
1224,24015,"Cecil, MD",51853,"Cecil, MD",103419
1225,24017,"Charles, MD",61324,"Charles, MD",164436
1226,24019,"Dorchester, MD",49921,"Dorchester, MD",31853
1227,24021,"Frederick, MD",66664,"Frederick, MD",265161
1228,24023,"Garrett, MD",48630,"Garrett, MD",28852
1229,24025,"Harford, MD",63432,"Harford, MD",256805
1230,24027,"Howard, MD",81969,"Howard, MD",328200
1231,24029,"Kent, MD",64331,"Kent, MD",19192
1232,24031,"Montgomery, MD",89552,"Montgomery, MD",1051816
1233,24033,"Prince George's, MD",54195,"Prince George's, MD",909612
1234,24035,"Queen Anne's, MD",67861,"Queen Anne's, MD",51167
1235,24037,"St. Mary's, MD",61144,"St. Mary's, MD",114687
1236,24039,"Somerset, MD",32531,"Somerset, MD",25453
1237,24041,"Talbot, MD",76528,"Talbot, MD",36972
1238,24043,"Washington, MD",50493,"Washington, MD",151146
1239,24045,"Wicomico, MD",44184,"Wicomico, MD",103990
1240,24047,"Worcester, MD",59881,"Worcester, MD",52403
1241,24510,"Baltimore (Independent City), MD",54097,"Baltimore (Independent City), MD",586131
1242,25001,"Barnstable, MA",80420,"Barnstable, MA",213164
1243,25003,"Berkshire, MA",61872,"Berkshire, MA",124571
1244,25005,"Bristol, MA",61031,"Bristol, MA",566765
1245,25007,"Dukes, MA",89757,"Dukes, MA",17461
1246,25009,"Essex, MA",74519,"Essex, MA",791263
1247,25011,"Franklin, MA",59853,"Franklin, MA",70267
1248,25013,"Hampden, MA",57821,"Hampden, MA",463986
1249,25015,"Hampshire, MA",57030,"Hampshire, MA",161401
1250,25017,"Middlesex, MA",90688,"Middlesex, MA",1609379
1251,25019,"Nantucket, MA",114832,"Nantucket, MA",11376
1252,25021,"Norfolk, MA",98019,"Norfolk, MA",709409
1253,25023,"Plymouth, MA",74034,"Plymouth, MA",523738
1254,25025,"Suffolk, MA",90571,"Suffolk, MA",801582
1255,25027,"Worcester, MA",63286,"Worcester, MA",829212
1256,26001,"Alcona, MI",44953,"Alcona, MI",10505
1257,26003,"Alger, MI",37951,"Alger, MI",9015
1258,26005,"Allegan, MI",50091,"Allegan, MI",118927
1259,26007,"Alpena, MI",45685,"Alpena, MI",28238
1260,26009,"Antrim, MI",52490,"Antrim, MI",23449
1261,26011,"Arenac, MI",43466,"Arenac, MI",14953
1262,26013,"Baraga, MI",38750,"Baraga, MI",8164
1263,26015,"Barry, MI",49232,"Barry, MI",62061
1264,26017,"Bay, MI",47786,"Bay, MI",102387
1265,26019,"Benzie, MI",50509,"Benzie, MI",17852
1266,26021,"Berrien, MI",52395,"Berrien, MI",153025
1267,26023,"Branch, MI",42356,"Branch, MI",43424
1268,26025,"Calhoun, MI",44729,"Calhoun, MI",133580
1269,26027,"Cass, MI",50365,"Cass, MI",51584
1270,26029,"Charlevoix, MI",57289,"Charlevoix, MI",26105
1271,26031,"Cheboygan, MI",44801,"Cheboygan, MI",25365
1272,26033,"Chippewa, MI",39693,"Chippewa, MI",36958
1273,26035,"Clare, MI",38655,"Clare, MI",30771
1274,26037,"Clinton, MI",51053,"Clinton, MI",79753
1275,26039,"Crawford, MI",39405,"Crawford, MI",13981
1276,26041,"Delta, MI",45260,"Delta, MI",35612
1277,26043,"Dickinson, MI",53526,"Dickinson, MI",25112
1278,26045,"Eaton, MI",47407,"Eaton, MI",110148
1279,26047,"Emmet, MI",62918,"Emmet, MI",33342
1280,26049,"Genesee, MI",46152,"Genesee, MI",404794
1281,26051,"Gladwin, MI",40772,"Gladwin, MI",25424
1282,26053,"Gogebic, MI",47894,"Gogebic, MI",13842
1283,26055,"Grand Traverse, MI",56861,"Grand Traverse, MI",93592
1284,26057,"Gratiot, MI",42067,"Gratiot, MI",40283
1285,26059,"Hillsdale, MI",39404,"Hillsdale, MI",45658
1286,26061,"Houghton, MI",42884,"Houghton, MI",35126
1287,26063,"Huron, MI",53638,"Huron, MI",30653
1288,26065,"Ingham, MI",44957,"Ingham, MI",290609
1289,26067,"Ionia, MI",39366,"Ionia, MI",64553
1290,26069,"Iosco, MI",43618,"Iosco, MI",25140
1291,26071,"Iron, MI",49153,"Iron, MI",11066
1292,26073,"Isabella, MI",40021,"Isabella, MI",69504
1293,26075,"Jackson, MI",44889,"Jackson, MI",156920
1294,26077,"Kalamazoo, MI",52403,"Kalamazoo, MI",265988
1295,26079,"Kalkaska, MI",41545,"Kalkaska, MI",18003
1296,26081,"Kent, MI",57397,"Kent, MI",658708
1297,26083,"Keweenaw, MI",51972,"Keweenaw, MI",2119
1298,26085,"Lake, MI",39507,"Lake, MI",11587
1299,26087,"Lapeer, MI",49441,"Lapeer, MI",87635
1300,26089,"Leelanau, MI",73238,"Leelanau, MI",21743
1301,26091,"Lenawee, MI",44821,"Lenawee, MI",97808
1302,26093,"Livingston, MI",62622,"Livingston, MI",192335
1303,26095,"Luce, MI",36339,"Luce, MI",6126
1304,26097,"Mackinac, MI",50217,"Mackinac, MI",10839
1305,26099,"Macomb, MI",52195,"Macomb, MI",870791
1306,26101,"Manistee, MI",44382,"Manistee, MI",24738
1307,26103,"Marquette, MI",44445,"Marquette, MI",65834
1308,26105,"Mason, MI",45326,"Mason, MI",29164
1309,26107,"Mecosta, MI",37579,"Mecosta, MI",43907
1310,26109,"Menominee, MI",47594,"Menominee, MI",22608
1311,26111,"Midland, MI",57561,"Midland, MI",83441
1312,26113,"Missaukee, MI",40298,"Missaukee, MI",15152
1313,26115,"Monroe, MI",52028,"Monroe, MI",150568
1314,26117,"Montcalm, MI",40018,"Montcalm, MI",63476
1315,26119,"Montmorency, MI",42154,"Montmorency, MI",9337
1316,26121,"Muskegon, MI",44000,"Muskegon, MI",173883
1317,26123,"Newaygo, MI",42117,"Newaygo, MI",49348
1318,26125,"Oakland, MI",76941,"Oakland, MI",1253459
1319,26127,"Oceana, MI",43261,"Oceana, MI",26819
1320,26129,"Ogemaw, MI",39101,"Ogemaw, MI",20923
1321,26131,"Ontonagon, MI",45761,"Ontonagon, MI",5656
1322,26133,"Osceola, MI",41965,"Osceola, MI",23466
1323,26135,"Oscoda, MI",36374,"Oscoda, MI",8368
1324,26137,"Otsego, MI",46166,"Otsego, MI",24765
1325,26139,"Ottawa, MI",52759,"Ottawa, MI",294635
1326,26141,"Presque Isle, MI",45872,"Presque Isle, MI",12665
1327,26143,"Roscommon, MI",41258,"Roscommon, MI",23986
1328,26145,"Saginaw, MI",45328,"Saginaw, MI",189868
1329,26147,"St. Clair, MI",50107,"St. Clair, MI",159293
1330,26149,"St. Joseph, MI",43818,"St. Joseph, MI",60848
1331,26151,"Sanilac, MI",44093,"Sanilac, MI",40747
1332,26153,"Schoolcraft, MI",45281,"Schoolcraft, MI",8104
1333,26155,"Shiawassee, MI",44855,"Shiawassee, MI",67738
1334,26157,"Tuscola, MI",43073,"Tuscola, MI",52289
1335,26159,"Van Buren, MI",45869,"Van Buren, MI",75474
1336,26161,"Washtenaw, MI",63655,"Washtenaw, MI",366473
1337,26163,"Wayne, MI",48788,"Wayne, MI",1740623
1338,26165,"Wexford, MI",41545,"Wexford, MI",33743
1339,27001,"Aitkin, MN",46390,"Aitkin, MN",15848
1340,27003,"Anoka, MN",55694,"Anoka, MN",359921
1341,27005,"Becker, MN",51772,"Becker, MN",34456
1342,27007,"Beltrami, MN",45368,"Beltrami, MN",47442
1343,27009,"Benton, MN",49403,"Benton, MN",40958
1344,27011,"Big Stone, MN",62498,"Big Stone, MN",4923
1345,27013,"Blue Earth, MN",49288,"Blue Earth, MN",68241
1346,27015,"Brown, MN",59763,"Brown, MN",24846
1347,27017,"Carlton, MN",47227,"Carlton, MN",35769
1348,27019,"Carver, MN",75677,"Carver, MN",106565
1349,27021,"Cass, MN",51340,"Cass, MN",29928
1350,27023,"Chippewa, MN",56148,"Chippewa, MN",11758
1351,27025,"Chisago, MN",53140,"Chisago, MN",56794
1352,27027,"Clay, MN",47522,"Clay, MN",64690
1353,27029,"Clearwater, MN",49654,"Clearwater, MN",9017
1354,27031,"Cook, MN",56220,"Cook, MN",5417
1355,27033,"Cottonwood, MN",56130,"Cottonwood, MN",11242
1356,27035,"Crow Wing, MN",49092,"Crow Wing, MN",65644
1357,27037,"Dakota, MN",64748,"Dakota, MN",431807
1358,27039,"Dodge, MN",51585,"Dodge, MN",20987
1359,27041,"Douglas, MN",56039,"Douglas, MN",38328
1360,27043,"Faribault, MN",50321,"Faribault, MN",13601
1361,27045,"Fillmore, MN",49630,"Fillmore, MN",21135
1362,27047,"Freeborn, MN",50364,"Freeborn, MN",30364
1363,27049,"Goodhue, MN",58303,"Goodhue, MN",46318
1364,27051,"Grant, MN",55429,"Grant, MN",6026
1365,27053,"Hennepin, MN",79183,"Hennepin, MN",1268408
1366,27055,"Houston, MN",55443,"Houston, MN",18632
1367,27057,"Hubbard, MN",52122,"Hubbard, MN",21783
1368,27059,"Isanti, MN",49082,"Isanti, MN",41429
1369,27061,"Itasca, MN",48872,"Itasca, MN",45268
1370,27063,"Jackson, MN",62789,"Jackson, MN",9768
1371,27065,"Kanabec, MN",48092,"Kanabec, MN",16416
1372,27067,"Kandiyohi, MN",57122,"Kandiyohi, MN",43130
1373,27069,"Kittson, MN",63181,"Kittson, MN",4214
1374,27071,"Koochiching, MN",49019,"Koochiching, MN",12059
1375,27073,"Lac qui Parle, MN",60286,"Lac qui Parle, MN",6527
1376,27075,"Lake, MN",51683,"Lake, MN",10639
1377,27077,"Lake of the Woods, MN",60435,"Lake of the Woods, MN",3754
1378,27079,"Le Sueur, MN",54361,"Le Sueur, MN",28741
1379,27081,"Lincoln, MN",53464,"Lincoln, MN",5568
1380,27083,"Lyon, MN",54589,"Lyon, MN",25271
1381,27085,"McLeod, MN",54149,"McLeod, MN",35710
1382,27087,"Mahnomen, MN",40781,"Mahnomen, MN",5473
