,GeoFips,GeoName_x,per_capita_income,GeoName_y,population
442,13061,"Clay, GA",38731,"Clay, GA",2866
443,13063,"Clayton, GA",32702,"Clayton, GA",292646
444,13065,"Clinch, GA",44238,"Clinch, GA",6582
445,13067,"Cobb, GA",63214,"Cobb, GA",762944
446,13069,"Coffee, GA",35507,"Coffee, GA",43218
447,13071,"Colquitt, GA",37418,"Colquitt, GA",45542
448,13073,"Columbia, GA",54420,"Columbia, GA",160377
449,13075,"Cook, GA",36301,"Cook, GA",17291
450,13077,"Coweta, GA",52106,"Coweta, GA",150849
451,13079,"Crawford, GA",37563,"Crawford, GA",12231
452,13081,"Crisp, GA",37250,"Crisp, GA",22034
453,13083,"Dade, GA",37327,"Dade, GA",16057
454,13085,"Dawson, GA",48170,"Dawson, GA",27113
455,13087,"Decatur, GA",40879,"Decatur, GA",26457
456,13089,"DeKalb, GA",56428,"DeKalb, GA",762009
457,13091,"Dodge, GA",33419,"Dodge, GA",20452
458,13093,"Dooly, GA",34582,"Dooly, GA",13174
459,13095,"Dougherty, GA",40161,"Dougherty, GA",86477
460,13097,"Douglas, GA",40264,"Douglas, GA",147988
461,13099,"Early, GA",42889,"Early, GA",10037
462,13101,"Echols, GA",31945,"Echols, GA",4002
463,13103,"Effingham, GA",45069,"Effingham, GA",65765
464,13105,"Elbert, GA",38414,"Elbert, GA",19335
465,13107,"Emanuel, GA",37678,"Emanuel, GA",22507
466,13109,"Evans, GA",37408,"Evans, GA",10638
467,13111,"Fannin, GA",39796,"Fannin, GA",26521
468,13113,"Fayette, GA",71384,"Fayette, GA",115821
469,13115,"Floyd, GA",41238,"Floyd, GA",98604
470,13117,"Forsyth, GA",67859,"Forsyth, GA",250847
471,13119,"Franklin, GA",35134,"Franklin, GA",23504
472,13121,"Fulton, GA",95683,"Fulton, GA",1077402
473,13123,"Gilmer, GA",37542,"Gilmer, GA",31978
474,13125,"Glascock, GA",36615,"Glascock, GA",2984
475,13127,"Glynn, GA",50480,"Glynn, GA",85568
476,13129,"Gordon, GA",37759,"Gordon, GA",58780
477,13131,"Grady, GA",37725,"Grady, GA",24491
478,13133,"Greene, GA",61326,"Greene, GA",18837
479,13135,"Gwinnett, GA",46886,"Gwinnett, GA",942627
480,13137,"Habersham, GA",36691,"Habersham, GA",46047
481,13139,"Hall, GA",48759,"Hall, GA",206591
482,13141,"Hancock, GA",33557,"Hancock, GA",8494
483,13143,"Haralson, GA",39401,"Haralson, GA",30383
484,13145,"Harris, GA",51168,"Harris, GA",36080
485,13147,"Hart, GA",39402,"Hart, GA",26406
486,13149,"Heard, GA",34362,"Heard, GA",11973
487,13151,"Henry, GA",43812,"Henry, GA",239139
488,13153,"Houston, GA",46579,"Houston, GA",160110
489,13155,"Irwin, GA",38364,"Irwin, GA",9387
490,13157,"Jackson, GA",45099,"Jackson, GA",76199
491,13159,"Jasper, GA",40541,"Jasper, GA",14483
492,13161,"Jeff Davis, GA",34341,"Jeff Davis, GA",15213
493,13163,"Jefferson, GA",39544,"Jefferson, GA",15267
494,13165,"Jenkins, GA",33497,"Jenkins, GA",8746
495,13167,"Johnson, GA",27965,"Johnson, GA",9667
496,13169,"Jones, GA",41436,"Jones, GA",28787
497,13171,"Lamar, GA",37303,"Lamar, GA",19261
498,13173,"Lanier, GA",31021,"Lanier, GA",10737
499,13175,"Laurens, GA",41650,"Laurens, GA",47512
500,13177,"Lee, GA",51908,"Lee, GA",30234
501,13179,"Liberty, GA",40087,"Liberty, GA",63004
502,13181,"Lincoln, GA",40424,"Lincoln, GA",8031
503,13183,"Long, GA",29738,"Long, GA",20171
504,13185,"Lowndes, GA",41117,"Lowndes, GA",118268
505,13187,"Lumpkin, GA",41181,"Lumpkin, GA",34186
506,13189,"McDuffie, GA",41111,"McDuffie, GA",21162
507,13191,"McIntosh, GA",34500,"McIntosh, GA",14387
508,13193,"Macon, GA",33955,"Macon, GA",12712
509,13195,"Madison, GA",38890,"Madison, GA",30457
510,13197,"Marion, GA",31621,"Marion, GA",8516
511,13199,"Meriwether, GA",39121,"Meriwether, GA",21164
512,13201,"Miller, GA",49844,"Miller, GA",5622
513,13205,"Mitchell, GA",39711,"Mitchell, GA",21602
514,13207,"Monroe, GA",48985,"Monroe, GA",28042
515,13209,"Montgomery, GA",34061,"Montgomery, GA",9012
516,13211,"Morgan, GA",55032,"Morgan, GA",19636
517,13213,"Murray, GA",33841,"Murray, GA",40032
518,13215,"Muscogee, GA",48080,"Muscogee, GA",196442
519,13217,"Newton, GA",38256,"Newton, GA",113295
520,13219,"Oconee, GA",71768,"Oconee, GA",41124
521,13221,"Oglethorpe, GA",38236,"Oglethorpe, GA",15383
522,13223,"Paulding, GA",42595,"Paulding, GA",173359
523,13225,"Peach, GA",41931,"Peach, GA",27950
524,13227,"Pickens, GA",50868,"Pickens, GA",33127
525,13229,"Pierce, GA",39979,"Pierce, GA",19522
526,13231,"Pike, GA",44311,"Pike, GA",19121
527,13233,"Polk, GA",36190,"Polk, GA",42840
528,13235,"Pulaski, GA",34636,"Pulaski, GA",11191
529,13237,"Putnam, GA",48498,"Putnam, GA",22520
530,13239,"Quitman, GA",34810,"Quitman, GA",2271
531,13241,"Rabun, GA",44160,"Rabun, GA",17273
532,13243,"Randolph, GA",37204,"Randolph, GA",6682
533,13245,"Richmond, GA",41999,"Richmond, GA",202079
534,13247,"Rockdale, GA",40051,"Rockdale, GA",90939
535,13249,"Schley, GA",35588,"Schley, GA",5196
536,13251,"Screven, GA",37694,"Screven, GA",14012
537,13253,"Seminole, GA",48082,"Seminole, GA",8060
538,13255,"Spalding, GA",38792,"Spalding, GA",67414
539,13257,"Stephens, GA",40153,"Stephens, GA",26107
540,13259,"Stewart, GA",25041,"Stewart, GA",6689
541,13261,"Sumter, GA",40387,"Sumter, GA",29282
542,13263,"Talbot, GA",38621,"Talbot, GA",6143
543,13265,"Taliaferro, GA",36860,"Taliaferro, GA",1562
544,13267,"Tattnall, GA",30222,"Tattnall, GA",25365
545,13269,"Taylor, GA",33630,"Taylor, GA",8074
546,13271,"Telfair, GA",22644,"Telfair, GA",15781
547,13273,"Terrell, GA",44976,"Terrell, GA",8523
548,13275,"Thomas, GA",49443,"Thomas, GA",44372
549,13277,"Tift, GA",42279,"Tift, GA",40719
550,13279,"Toombs, GA",40041,"Toombs, GA",26973
551,13281,"Towns, GA",42908,"Towns, GA",12247
552,13283,"Treutlen, GA",31899,"Treutlen, GA",6822
553,13285,"Troup, GA",40920,"Troup, GA",70214
554,13287,"Turner, GA",39281,"Turner, GA",7882
555,13289,"Twiggs, GA",44686,"Twiggs, GA",8103
556,13291,"Union, GA",39839,"Union, GA",25358
557,13293,"Upson, GA",39391,"Upson, GA",26527
558,13295,"Walker, GA",36157,"Walker, GA",70116
559,13297,"Walton, GA",44977,"Walton, GA",96875
560,13299,"Ware, GA",37306,"Ware, GA",35826
561,13301,"Warren, GA",39545,"Warren, GA",5232
562,13303,"Washington, GA",39151,"Washington, GA",20150
563,13305,"Wayne, GA",34877,"Wayne, GA",30023
564,13307,"Webster, GA",36032,"Webster, GA",2595
565,13309,"Wheeler, GA",21087,"Wheeler, GA",7751
566,13311,"White, GA",38858,"White, GA",31094
567,13313,"Whitfield, GA",43456,"Whitfield, GA",103837
568,13315,"Wilcox, GA",29895,"Wilcox, GA",8502
569,13317,"Wilkes, GA",42093,"Wilkes, GA",9694
570,13319,"Wilkinson, GA",40158,"Wilkinson, GA",8812
571,13321,"Worth, GA",39102,"Worth, GA",19972
572,15001,"Hawaii, HI",46281,"Hawaii, HI",203340
573,15003,"Honolulu, HI",62793,"Honolulu, HI",963826
574,15007,"Kauai, HI",54089,"Kauai, HI",71851
575,15901,"Maui + Kalawao, HI*",51838,"Maui + Kalawao, HI*",167989
576,16001,"Ada, ID",57215,"Ada, ID",494399
577,16003,"Adams, ID",41066,"Adams, ID",4447
578,16005,"Bannock, ID",41272,"Bannock, ID",88795
579,16007,"Bear Lake, ID",46370,"Bear Lake, ID",6143
580,16009,"Benewah, ID",42803,"Benewah, ID",9430
581,16011,"Bingham, ID",42541,"Bingham, ID",47202
582,16013,"Blaine, ID",117681,"Blaine, ID",23426
583,16015,"Boise, ID",45422,"Boise, ID",8065
584,16017,"Bonner, ID",44751,"Bonner, ID",46817
585,16019,"Bonneville, ID",54601,"Bonneville, ID",122134
586,16021,"Boundary, ID",39272,"Boundary, ID",12656
587,16023,"Butte, ID",51370,"Butte, ID",2646
588,16025,"Camas, ID",53373,"Camas, ID",1130
589,16027,"Canyon, ID",37611,"Canyon, ID",237053
590,16029,"Caribou, ID",48595,"Caribou, ID",7123
591,16031,"Cassia, ID",51149,"Cassia, ID",24277
592,16033,"Clark, ID",47615,"Clark, ID",852
593,16035,"Clearwater, ID",39140,"Clearwater, ID",8846
594,16037,"Custer, ID",48718,"Custer, ID",4249
595,16039,"Elmore, ID",42033,"Elmore, ID",27448
596,16041,"Franklin, ID",40495,"Franklin, ID",14215
597,16043,"Fremont (includes Yellowstone Park), ID",40803,"Fremont (includes Yellowstone Park), ID",13218
598,16045,"Gem, ID",42561,"Gem, ID",18703
599,16047,"Gooding, ID",68597,"Gooding, ID",15618
600,16049,"Idaho, ID",39182,"Idaho, ID",16823
601,16051,"Jefferson, ID",40288,"Jefferson, ID",30581
602,16053,"Jerome, ID",42332,"Jerome, ID",24578
603,16055,"Kootenai, ID",48953,"Kootenai, ID",170628
604,16057,"Latah, ID",43944,"Latah, ID",40830
605,16059,"Lemhi, ID",47981,"Lemhi, ID",8054
606,16061,"Lewis, ID",54918,"Lewis, ID",3838
607,16063,"Lincoln, ID",45593,"Lincoln, ID",5358
608,16065,"Madison, ID",30838,"Madison, ID",40318
609,16067,"Minidoka, ID",46743,"Minidoka, ID",21216
610,16069,"Nez Perce, ID",50550,"Nez Perce, ID",40755
611,16071,"Oneida, ID",43117,"Oneida, ID",4520
612,16073,"Owyhee, ID",42616,"Owyhee, ID",12133
613,16075,"Payette, ID",44312,"Payette, ID",24771
614,16077,"Power, ID",52807,"Power, ID",7643
615,16079,"Shoshone, ID",40953,"Shoshone, ID",12911
616,16081,"Teton, ID",43521,"Teton, ID",12501
617,16083,"Twin Falls, ID",44112,"Twin Falls, ID",88411
618,16085,"Valley, ID",52298,"Valley, ID",11792
619,16087,"Washington, ID",40050,"Washington, ID",10360
620,17001,"Adams, IL",51779,"Adams, IL",64783
621,17003,"Alexander, IL",43272,"Alexander, IL",5497
622,17005,"Bond, IL",41745,"Bond, IL",16262
623,17007,"Boone, IL",51066,"Boone, IL",52777
624,17009,"Brown, IL",41094,"Brown, IL",6546
625,17011,"Bureau, IL",47081,"Bureau, IL",32303
626,17013,"Calhoun, IL",47665,"Calhoun, IL",4616
627,17015,"Carroll, IL",50871,"Carroll, IL",14241
628,17017,"Cass, IL",48079,"Cass, IL",11925
629,17019,"Champaign, IL",49187,"Champaign, IL",209192
630,17021,"Christian, IL",46873,"Christian, IL",32075
631,17023,"Clark, IL",46560,"Clark, IL",15268
632,17025,"Clay, IL",45559,"Clay, IL",13079
633,17027,"Clinton, IL",51095,"Clinton, IL",37398
634,17029,"Coles, IL",45967,"Coles, IL",50383
635,17031,"Cook, IL",69935,"Cook, IL",5108284
636,17033,"Crawford, IL",50986,"Crawford, IL",18512
637,17035,"Cumberland, IL",80116,"Cumberland, IL",10649
638,17037,"DeKalb, IL",45555,"DeKalb, IL",104491
639,17039,"De Witt, IL",53339,"De Witt, IL",15368
640,17041,"Douglas, IL",55721,"Douglas, IL",19510
641,17043,"DuPage, IL",79127,"DuPage, IL",917481
642,17045,"Edgar, IL",48411,"Edgar, IL",16858
643,17047,"Edwards, IL",45295,"Edwards, IL",6356
644,17049,"Effingham, IL",54838,"Effingham, IL",34065
645,17051,"Fayette, IL",40786,"Fayette, IL",21264
646,17053,"Ford, IL",58512,"Ford, IL",12949
647,17055,"Franklin, IL",41625,"Franklin, IL",38060
648,17057,"Fulton, IL",42264,"Fulton, IL",33690
649,17059,"Gallatin, IL",48856,"Gallatin, IL",4793
650,17061,"Greene, IL",42437,"Greene, IL",12702
651,17063,"Grundy, IL",61862,"Grundy, IL",50993
652,17065,"Hamilton, IL",48255,"Hamilton, IL",8084
653,17067,"Hancock, IL",51388,"Hancock, IL",17422
654,17069,"Hardin, IL",40720,"Hardin, IL",3808
655,17071,"Henderson, IL",48805,"Henderson, IL",6535
656,17073,"Henry, IL",51103,"Henry, IL",48411
657,17075,"Iroquois, IL",51824,"Iroquois, IL",26711
658,17077,"Jackson, IL",40297,"Jackson, IL",56675
659,17079,"Jasper, IL",48090,"Jasper, IL",9465
660,17081,"Jefferson, IL",44163,"Jefferson, IL",37235
661,17083,"Jersey, IL",46828,"Jersey, IL",21616
662,17085,"Jo Daviess, IL",53399,"Jo Daviess, IL",21239
663,17087,"Johnson, IL",39793,"Johnson, IL",12358
664,17089,"Kane, IL",55976,"Kane, IL",531010
665,17091,"Kankakee, IL",46988,"Kankakee, IL",108594
666,17093,"Kendall, IL",53998,"Kendall, IL",130638
667,17095,"Knox, IL",44921,"Knox, IL",49053
668,17097,"Lake, IL",85159,"Lake, IL",693593
669,17099,"LaSalle, IL",49292,"LaSalle, IL",107571
670,17101,"Lawrence, IL",35878,"Lawrence, IL",15467
671,17103,"Lee, IL",47249,"Lee, IL",33647
672,17105,"Livingston, IL",52100,"Livingston, IL",35414
673,17107,"Logan, IL",41682,"Logan, IL",28383
674,17109,"McDonough, IL",41685,"McDonough, IL",29295
675,17111,"McHenry, IL",60097,"McHenry, IL",305888
676,17113,"McLean, IL",54639,"McLean, IL",171256
677,17115,"Macon, IL",52196,"Macon, IL",103015
678,17117,"Macoupin, IL",45948,"Macoupin, IL",44567
679,17119,"Madison, IL",51433,"Madison, IL",262635
680,17121,"Marion, IL",46966,"Marion, IL",37045
681,17123,"Marshall, IL",51165,"Marshall, IL",11309
682,17125,"Mason, IL",47178,"Mason, IL",13173
683,17127,"Massac, IL",44089,"Massac, IL",13636
684,17129,"Menard, IL",51028,"Menard, IL",12068
685,17131,"Mercer, IL",53966,"Mercer, IL",15225
686,17133,"Monroe, IL",61366,"Monroe, IL",34739
687,17135,"Montgomery, IL",40180,"Montgomery, IL",28045
688,17137,"Morgan, IL",43763,"Morgan, IL",33400
689,17139,"Moultrie, IL",69297,"Moultrie, IL",14347
690,17141,"Ogle, IL",50110,"Ogle, IL",50306
691,17143,"Peoria, IL",54609,"Peoria, IL",177652
692,17145,"Perry, IL",41366,"Perry, IL",20664
693,17147,"Piatt, IL",59952,"Piatt, IL",16355
694,17149,"Pike, IL",47052,"Pike, IL",15239
695,17151,"Pope, IL",33286,"Pope, IL",4142
696,17153,"Pulaski, IL",43533,"Pulaski, IL",5201
697,17155,"Putnam, IL",66839,"Putnam, IL",5716
698,17157,"Randolph, IL",41919,"Randolph, IL",31351
699,17159,"Richland, IL",46318,"Richland, IL",15507
700,17161,"Rock Island, IL",48492,"Rock Island, IL",140907
701,17163,"St. Clair, IL",49646,"St. Clair, IL",258046
702,17165,"Saline, IL",44321,"Saline, IL",23182
703,17167,"Sangamon, IL",52891,"Sangamon, IL",193882
704,17169,"Schuyler, IL",49505,"Schuyler, IL",6738
705,17171,"Scott, IL",47152,"Scott, IL",4950
706,17173,"Shelby, IL",45745,"Shelby, IL",21299
707,17175,"Stark, IL",51267,"Stark, IL",5262
708,17177,"Stephenson, IL",46534,"Stephenson, IL",43831
709,17179,"Tazewell, IL",51920,"Tazewell, IL",130777
710,17181,"Union, IL",48028,"Union, IL",16498
711,17183,"Vermilion, IL",44533,"Vermilion, IL",74855
712,17185,"Wabash, IL",47543,"Wabash, IL",11190
713,17187,"Warren, IL",47232,"Warren, IL",16696
714,17189,"Washington, IL",53789,"Washington, IL",13764
715,17191,"Wayne, IL",44127,"Wayne, IL",16031
716,17193,"White, IL",52223,"White, IL",13364
717,17195,"Whiteside, IL",48757,"Whiteside, IL",54656
718,17197,"Will, IL",57700,"Will, IL",688726
719,17199,"Williamson, IL",48625,"Williamson, IL",66415
720,17201,"Winnebago, IL",47404,"Winnebago, IL",281295
721,17203,"Woodford, IL",56797,"Woodford, IL",38091
722,18001,"Adams, IN",42452,"Adams, IN",35839
723,18003,"Allen, IN",50327,"Allen, IN",382187
724,18005,"Bartholomew, IN",55804,"Bartholomew, IN",84447
725,18007,"Benton, IN",48450,"Benton, IN",8741
726,18009,"Blackford, IN",41561,"Blackford, IN",11782
727,18011,"Boone, IN",80314,"Boone, IN",69347
728,18013,"Brown, IN",51505,"Brown, IN",15112
729,18015,"Carroll, IN",46792,"Carroll, IN",20228
730,18017,"Cass, IN",44305,"Cass, IN",37388
731,18019,"Clark, IN",48210,"Clark, IN",119266
732,18021,"Clay, IN",41941,"Clay, IN",26246
733,18023,"Clinton, IN",43027,"Clinton, IN",32206
734,18025,"Crawford, IN",38276,"Crawford, IN",10629
735,18027,"Daviess, IN",47919,"Daviess, IN",33505
736,18029,"Dearborn, IN",52778,"Dearborn, IN",49824
737,18031,"Decatur, IN",48033,"Decatur, IN",26584
738,18033,"DeKalb, IN",48937,"DeKalb, IN",43670
739,18035,"Delaware, IN",40948,"Delaware, IN",113454
740,18037,"Dubois, IN",59524,"Dubois, IN",42542
741,18039,"Elkhart, IN",49875,"Elkhart, IN",206161
742,18041,"Fayette, IN",45375,"Fayette, IN",22892
743,18043,"Floyd, IN",60233,"Floyd, IN",78936
744,18045,"Fountain, IN",44685,"Fountain, IN",16511
745,18047,"Franklin, IN",51316,"Franklin, IN",22761
746,18049,"Fulton, IN",46613,"Fulton, IN",20018
747,18051,"Gibson, IN",48976,"Gibson, IN",33825
748,18053,"Grant, IN",43997,"Grant, IN",65225
749,18055,"Greene, IN",44437,"Greene, IN",32203
750,18057,"Hamilton, IN",80426,"Hamilton, IN",344238
751,18059,"Hancock, IN",55084,"Hancock, IN",79553
752,18061,"Harrison, IN",46468,"Harrison, IN",40682
753,18063,"Hendricks, IN",55169,"Hendricks, IN",173251
754,18065,"Henry, IN",43016,"Henry, IN",48033
755,18067,"Howard, IN",44945,"Howard, IN",82732
756,18069,"Huntington, IN",45969,"Huntington, IN",36395
757,18071,"Jackson, IN",47673,"Jackson, IN",44222
758,18073,"Jasper, IN",48987,"Jasper, IN",33440
759,18075,"Jay, IN",42194,"Jay, IN",20416
760,18077,"Jefferson, IN",48068,"Jefferson, IN",32110
761,18079,"Jennings, IN",45380,"Jennings, IN",27515
762,18081,"Johnson, IN",53081,"Johnson, IN",160607
763,18083,"Knox, IN",49156,"Knox, IN",36522
764,18085,"Kosciusko, IN",51687,"Kosciusko, IN",78988
765,18087,"Lagrange, IN",45115,"Lagrange, IN",40119
766,18089,"Lake, IN",49229,"Lake, IN",487536
767,18091,"LaPorte, IN",46274,"LaPorte, IN",109663
768,18093,"Lawrence, IN",45897,"Lawrence, IN",45496
769,18095,"Madison, IN",42283,"Madison, IN",129681
770,18097,"Marion, IN",59264,"Marion, IN",966183
771,18099,"Marshall, IN",45277,"Marshall, IN",46108
772,18101,"Martin, IN",44160,"Martin, IN",10079
773,18103,"Miami, IN",37669,"Miami, IN",35328
774,18105,"Monroe, IN",46693,"Monroe, IN",148219
775,18107,"Montgomery, IN",44415,"Montgomery, IN",38365
776,18109,"Morgan, IN",47894,"Morgan, IN",70707
777,18111,"Newton, IN",46215,"Newton, IN",13907
778,18113,"Noble, IN",44436,"Noble, IN",47832
779,18115,"Ohio, IN",44555,"Ohio, IN",5892
780,18117,"Orange, IN",41640,"Orange, IN",19651
781,18119,"Owen, IN",45143,"Owen, IN",20833
782,18121,"Parke, IN",41554,"Parke, IN",16871
783,18123,"Perry, IN",40140,"Perry, IN",19154
784,18125,"Pike, IN",44603,"Pike, IN",12378
785,18127,"Porter, IN",57654,"Porter, IN",170980
786,18129,"Posey, IN",54646,"Posey, IN",25275
787,18131,"Pulaski, IN",50558,"Pulaski, IN",12388
788,18133,"Putnam, IN",41404,"Putnam, IN",37469
789,18135,"Randolph, IN",44027,"Randolph, IN",24191
790,18137,"Ripley, IN",46992,"Ripley, IN",28448
791,18139,"Rush, IN",49889,"Rush, IN",16649
792,18141,"St. Joseph, IN",51141,"St. Joseph, IN",271484
793,18143,"Scott, IN",41981,"Scott, IN",23788
794,18145,"Shelby, IN",48628,"Shelby, IN",44871
795,18147,"Spencer, IN",47890,"Spencer, IN",20225
796,18149,"Starke, IN",38910,"Starke, IN",23049
797,18151,"Steuben, IN",48032,"Steuben, IN",34831
798,18153,"Sullivan, IN",39903,"Sullivan, IN",20578
799,18155,"Switzerland, IN",35647,"Switzerland, IN",10724
800,18157,"Tippecanoe, IN",41446,"Tippecanoe, IN",196115
801,18159,"Tipton, IN",50127,"Tipton, IN",15227
802,18161,"Union, IN",43626,"Union, IN",7119
803,18163,"Vanderburgh, IN",50033,"Vanderburgh, IN",182447
804,18165,"Vermillion, IN",41997,"Vermillion, IN",15329
805,18167,"Vigo, IN",41895,"Vigo, IN",106608
806,18169,"Wabash, IN",46847,"Wabash, IN",30784
807,18171,"Warren, IN",49845,"Warren, IN",8194
808,18173,"Warrick, IN",60188,"Warrick, IN",63269
809,18175,"Washington, IN",43519,"Washington, IN",28213
810,18177,"Wayne, IN",45499,"Wayne, IN",65778
811,18179,"Wells, IN",45704,"Wells, IN",28142
812,18181,"White, IN",47633,"White, IN",24165
813,18183,"Whitley, IN",49256,"Whitley, IN",34378
814,19001,"Adair, IA",56422,"Adair, IA",7059
815,19003,"Adams, IA",59569,"Adams, IA",3588
816,19005,"Allamakee, IA",51107,"Allamakee, IA",13642
817,19007,"Appanoose, IA",42125,"Appanoose, IA",12430
818,19009,"Audubon, IA",54313,"Audubon, IA",5481
819,19011,"Benton, IA",57277,"Benton, IA",25414
820,19013,"Black Hawk, IA",49133,"Black Hawk, IA",130786
821,19015,"Boone, IA",52028,"Boone, IA",26277
822,19017,"Bremer, IA",52608,"Bremer, IA",25311
823,19019,"Buchanan, IA",51065,"Buchanan, IA",21287
824,19021,"Buena Vista, IA",48077,"Buena Vista, IA",19772
825,19023,"Butler, IA",49428,"Butler, IA",14333
826,19025,"Calhoun, IA",52585,"Calhoun, IA",9473
827,19027,"Carroll, IA",56244,"Carroll, IA",19914
828,19029,"Cass, IA",50849,"Cass, IA",12817
829,19031,"Cedar, IA",56528,"Cedar, IA",18485
830,19033,"Cerro Gordo, IA",53643,"Cerro Gordo, IA",42103
831,19035,"Cherokee, IA",60881,"Cherokee, IA",11190
832,19037,"Chickasaw, IA",59495,"Chickasaw, IA",11834
833,19039,"Clarke, IA",43807,"Clarke, IA",9353
834,19041,"Clay, IA",54395,"Clay, IA",15976
835,19043,"Clayton, IA",53657,"Clayton, IA",17321
836,19045,"Clinton, IA",48328,"Clinton, IA",46392
837,19047,"Crawford, IA",45230,"Crawford, IA",16834
838,19049,"Dallas, IA",70851,"Dallas, IA",96963
839,19051,"Davis, IA",41649,"Davis, IA",9051
840,19053,"Decatur, IA",38347,"Decatur, IA",7769
841,19055,"Delaware, IA",54843,"Delaware, IA",16937
842,19057,"Des Moines, IA",51704,"Des Moines, IA",38708
843,19059,"Dickinson, IA",63319,"Dickinson, IA",17549
844,19061,"Dubuque, IA",54751,"Dubuque, IA",97590
845,19063,"Emmet, IA",46654,"Emmet, IA",9095
846,19065,"Fayette, IA",47373,"Fayette, IA",19258
847,19067,"Floyd, IA",50215,"Floyd, IA",15480
848,19069,"Franklin, IA",51028,"Franklin, IA",9971
849,19071,"Fremont, IA",50870,"Fremont, IA",6729
850,19073,"Greene, IA",52647,"Greene, IA",8795
851,19075,"Grundy, IA",55615,"Grundy, IA",12217
852,19077,"Guthrie, IA",54755,"Guthrie, IA",10737
853,19079,"Hamilton, IA",51584,"Hamilton, IA",14716
854,19081,"Hancock, IA",54318,"Hancock, IA",10507
855,19083,"Hardin, IA",50328,"Hardin, IA",16575
856,19085,"Harrison, IA",49678,"Harrison, IA",13928
857,19087,"Henry, IA",46541,"Henry, IA",19697
858,19089,"Howard, IA",52726,"Howard, IA",9176
859,19091,"Humboldt, IA",52298,"Humboldt, IA",9473
860,19093,"Ida, IA",57429,"Ida, IA",6833
861,19095,"Iowa, IA",58759,"Iowa, IA",16138
862,19097,"Jackson, IA",49878,"Jackson, IA",19205
863,19099,"Jasper, IA",46473,"Jasper, IA",37148
864,19101,"Jefferson, IA",42674,"Jefferson, IA",18347
865,19103,"Johnson, IA",56573,"Johnson, IA",153740
866,19105,"Jones, IA",47506,"Jones, IA",20617
867,19107,"Keokuk, IA",48599,"Keokuk, IA",10085
868,19109,"Kossuth, IA",53422,"Kossuth, IA",14680
869,19111,"Lee, IA",45548,"Lee, IA",33480
870,19113,"Linn, IA",56592,"Linn, IA",227854
871,19115,"Louisa, IA",44821,"Louisa, IA",11011
872,19117,"Lucas, IA",44707,"Lucas, IA",8518
873,19119,"Lyon, IA",57766,"Lyon, IA",11756
874,19121,"Madison, IA",53244,"Madison, IA",16521
875,19123,"Mahaska, IA",46388,"Mahaska, IA",22370
876,19125,"Marion, IA",53648,"Marion, IA",33168
877,19127,"Marshall, IA",47696,"Marshall, IA",39495
878,19129,"Mills, IA",60384,"Mills, IA",14766
879,19131,"Mitchell, IA",62037,"Mitchell, IA",10647
880,19133,"Monona, IA",50807,"Monona, IA",8598
881,19135,"Monroe, IA",48423,"Monroe, IA",7770
882,19137,"Montgomery, IA",45665,"Montgomery, IA",9935
883,19139,"Muscatine, IA",51135,"Muscatine, IA",42394
884,19141,"O'Brien, IA",57629,"O'Brien, IA",13679
885,19143,"Osceola, IA",50706,"Osceola, IA",5987
886,19145,"Page, IA",47321,"Page, IA",15073
887,19147,"Palo Alto, IA",51679,"Palo Alto, IA",8845
888,19149,"Plymouth, IA",59460,"Plymouth, IA",25219
889,19151,"Pocahontas, IA",53074,"Pocahontas, IA",6607
890,19153,"Polk, IA",57080,"Polk, IA",494281
891,19155,"Pottawattamie, IA",47921,"Pottawattamie, IA",93328
892,19157,"Poweshiek, IA",50139,"Poweshiek, IA",18381
893,19159,"Ringgold, IA",50196,"Ringgold, IA",4801
894,19161,"Sac, IA",59653,"Sac, IA",9603
895,19163,"Scott, IA",58465,"Scott, IA",173216
896,19165,"Shelby, IA",55229,"Shelby, IA",11430
897,19167,"Sioux, IA",55209,"Sioux, IA",35043
898,19169,"Story, IA",45951,"Story, IA",98237
899,19171,"Tama, IA",52315,"Tama, IA",16801
900,19173,"Taylor, IA",44763,"Taylor, IA",6092
901,19175,"Union, IA",43735,"Union, IA",12157
902,19177,"Van Buren, IA",41781,"Van Buren, IA",7069
903,19179,"Wapello, IA",42889,"Wapello, IA",34985
904,19181,"Warren, IA",54251,"Warren, IA",52265
905,19183,"Washington, IA",59565,"Washington, IA",21992
906,19185,"Wayne, IA",46743,"Wayne, IA",6415
907,19187,"Webster, IA",48862,"Webster, IA",35934
908,19189,"Winnebago, IA",45722,"Winnebago, IA",10277
909,19191,"Winneshiek, IA",54036,"Winneshiek, IA",19862
910,19193,"Woodbury, IA",47731,"Woodbury, IA",103138
911,19195,"Worth, IA",45566,"Worth, IA",7359
912,19197,"Wright, IA",52825,"Wright, IA",12416
913,20001,"Allen, KS",45840,"Allen, KS",12399
914,20003,"Anderson, KS",43864,"Anderson, KS",7949
915,20005,"Atchison, KS",42974,"Atchison, KS",16015
916,20007,"Barber, KS",49804,"Barber, KS",4358
917,20009,"Barton, KS",49436,"Barton, KS",25658
918,20011,"Bourbon, KS",44521,"Bourbon, KS",14435
919,20013,"Brown, KS",48026,"Brown, KS",9482
920,20015,"Butler, KS",50789,"Butler, KS",66992
921,20017,"Chase, KS",56852,"Chase, KS",2586
922,20019,"Chautauqua, KS",44908,"Chautauqua, KS",3230
923,20021,"Cherokee, KS",44739,"Cherokee, KS",19681
