,GeoFips,county,state,population,per_capita_income,zip,latitude,longitude
384,11001,District of Columbia,DC,712816,86567,20240,38.89,-77.04
385,11001,District of Columbia,DC,712816,86567,20241,38.89,-77.03
386,11001,District of Columbia,DC,712816,86567,20242,38.89,-77.03
387,11001,District of Columbia,DC,712816,86567,20244,38.89,-77.03
388,11001,District of Columbia,DC,712816,86567,20245,38.89,-77.04
389,11001,District of Columbia,DC,712816,86567,20250,38.89,-77.03
390,11001,District of Columbia,DC,712816,86567,20251,38.89,-77.03
391,11001,District of Columbia,DC,712816,86567,20254,38.89,-77.03
392,11001,District of Columbia,DC,712816,86567,20260,38.88,-77.02
393,11001,District of Columbia,DC,712816,86567,20261,38.89,-77.03
394,11001,District of Columbia,DC,712816,86567,20262,38.89,-77.03
395,11001,District of Columbia,DC,712816,86567,20265,38.89,-77.03
396,11001,District of Columbia,DC,712816,86567,20266,38.89,-77.03
397,11001,District of Columbia,DC,712816,86567,20268,38.89,-77.03
398,11001,District of Columbia,DC,712816,86567,20270,38.89,-77.03
399,11001,District of Columbia,DC,712816,86567,20277,38.89,-77.03
400,11001,District of Columbia,DC,712816,86567,20289,38.89,-77.03
401,11001,District of Columbia,DC,712816,86567,20299,38.89,-77.03
402,11001,District of Columbia,DC,712816,86567,20301,38.89,-77.03
403,11001,District of Columbia,DC,712816,86567,20303,38.89,-77.03
404,11001,District of Columbia,DC,712816,86567,20306,38.89,-77.03
405,11001,District of Columbia,DC,712816,86567,20307,38.97,-77.03
406,11001,District of Columbia,DC,712816,86567,20310,38.89,-77.03
407,11001,District of Columbia,DC,712816,86567,20314,38.89,-77.03
408,11001,District of Columbia,DC,712816,86567,20317,38.93,-77.01
409,11001,District of Columbia,DC,712816,86567,20318,38.89,-77.03
410,11001,District of Columbia,DC,712816,86567,20319,38.86,-77.02
411,11001,District of Columbia,DC,712816,86567,20330,38.89,-77.03
412,11001,District of Columbia,DC,712816,86567,20340,38.89,-77.03
413,11001,District of Columbia,DC,712816,86567,20350,38.89,-77.03
414,11001,District of Columbia,DC,712816,86567,20355,38.9,-77.04
415,11001,District of Columbia,DC,712816,86567,20370,38.89,-77.03
416,11001,District of Columbia,DC,712816,86567,20372,38.89,-77.03
417,11001,District of Columbia,DC,712816,86567,20373,38.86,-77.01
418,11001,District of Columbia,DC,712816,86567,20374,38.89,-77.03
419,11001,District of Columbia,DC,712816,86567,20375,38.89,-77.03
420,11001,District of Columbia,DC,712816,86567,20376,38.87,-76.99
421,11001,District of Columbia,DC,712816,86567,20380,38.89,-77.03
422,11001,District of Columbia,DC,712816,86567,20388,38.89,-77.03
423,11001,District of Columbia,DC,712816,86567,20389,38.89,-77.03
424,11001,District of Columbia,DC,712816,86567,20390,38.88,-76.99
425,11001,District of Columbia,DC,712816,86567,20391,38.89,-77.03
426,11001,District of Columbia,DC,712816,86567,20392,38.89,-77.03
427,11001,District of Columbia,DC,712816,86567,20393,38.89,-77.03
428,11001,District of Columbia,DC,712816,86567,20394,38.89,-77.03
429,11001,District of Columbia,DC,712816,86567,20395,38.89,-77.03
430,11001,District of Columbia,DC,712816,86567,20398,38.89,-77.03
431,11001,District of Columbia,DC,712816,86567,20401,38.89,-77.03
432,11001,District of Columbia,DC,712816,86567,20402,38.89,-77.03
433,11001,District of Columbia,DC,712816,86567,20403,38.89,-77.03
434,11001,District of Columbia,DC,712816,86567,20404,38.89,-77.03
435,11001,District of Columbia,DC,712816,86567,20405,38.9,-77.04
436,11001,District of Columbia,DC,712816,86567,20406,38.89,-77.03
437,11001,District of Columbia,DC,712816,86567,20407,38.89,-77.03
438,11001,District of Columbia,DC,712816,86567,20408,38.89,-77.03
439,11001,District of Columbia,DC,712816,86567,20409,38.89,-77.03
440,11001,District of Columbia,DC,712816,86567,20410,38.89,-77.03
441,11001,District of Columbia,DC,712816,86567,20411,38.89,-77.03
442,11001,District of Columbia,DC,712816,86567,20412,38.89,-77.03
443,11001,District of Columbia,DC,712816,86567,20413,38.89,-77.03
444,11001,District of Columbia,DC,712816,86567,20414,38.89,-77.03
445,11001,District of Columbia,DC,712816,86567,20415,38.89,-77.03
446,11001,District of Columbia,DC,712816,86567,20416,38.89,-77.03
447,11001,District of Columbia,DC,712816,86567,20418,38.89,-77.05
448,11001,District of Columbia,DC,712816,86567,20419,38.89,-77.03
449,11001,District of Columbia,DC,712816,86567,20420,38.89,-77.03
450,11001,District of Columbia,DC,712816,86567,20421,38.89,-77.03
451,11001,District of Columbia,DC,712816,86567,20422,38.89,-77.03
452,11001,District of Columbia,DC,712816,86567,20423,38.89,-77.03
453,11001,District of Columbia,DC,712816,86567,20424,38.89,-77.03
454,11001,District of Columbia,DC,712816,86567,20425,38.89,-77.03
455,11001,District of Columbia,DC,712816,86567,20426,38.89,-77.03
456,11001,District of Columbia,DC,712816,86567,20427,38.9,-77.05
457,11001,District of Columbia,DC,712816,86567,20428,38.89,-77.03
458,11001,District of Columbia,DC,712816,86567,20429,38.89,-77.03
459,11001,District of Columbia,DC,712816,86567,20431,38.89,-77.03
460,11001,District of Columbia,DC,712816,86567,20433,38.89,-77.03
461,11001,District of Columbia,DC,712816,86567,20434,38.89,-77.03
462,11001,District of Columbia,DC,712816,86567,20435,38.89,-77.03
463,11001,District of Columbia,DC,712816,86567,20436,38.89,-77.03
464,11001,District of Columbia,DC,712816,86567,20437,38.89,-77.03
465,11001,District of Columbia,DC,712816,86567,20439,38.89,-77.03
466,11001,District of Columbia,DC,712816,86567,20440,38.89,-77.03
467,11001,District of Columbia,DC,712816,86567,20441,38.89,-77.03
468,11001,District of Columbia,DC,712816,86567,20442,38.89,-77.03
469,11001,District of Columbia,DC,712816,86567,20444,38.89,-77.03
470,11001,District of Columbia,DC,712816,86567,20447,38.89,-77.03
471,11001,District of Columbia,DC,712816,86567,20451,38.89,-77.03
472,11001,District of Columbia,DC,712816,86567,20453,38.89,-77.03
473,11001,District of Columbia,DC,712816,86567,20456,38.89,-77.03
474,11001,District of Columbia,DC,712816,86567,20460,38.89,-77.03
475,11001,District of Columbia,DC,712816,86567,20463,38.89,-77.03
476,11001,District of Columbia,DC,712816,86567,20468,38.89,-77.03
477,11001,District of Columbia,DC,712816,86567,20469,38.89,-77.03
478,11001,District of Columbia,DC,712816,86567,20470,38.89,-77.03
479,11001,District of Columbia,DC,712816,86567,20472,38.89,-77.03
480,11001,District of Columbia,DC,712816,86567,20500,38.89,-77.03
481,11001,District of Columbia,DC,712816,86567,20501,38.89,-77.03
482,11001,District of Columbia,DC,712816,86567,20502,38.89,-77.03
483,11001,District of Columbia,DC,712816,86567,20503,38.89,-77.03
484,11001,District of Columbia,DC,712816,86567,20504,38.89,-77.03
485,11001,District of Columbia,DC,712816,86567,20505,38.89,-77.03
486,11001,District of Columbia,DC,712816,86567,20506,38.9,-77.04
487,11001,District of Columbia,DC,712816,86567,20507,38.89,-77.03
488,11001,District of Columbia,DC,712816,86567,20508,38.89,-77.03
489,11001,District of Columbia,DC,712816,86567,20509,38.9,-77.04
490,11001,District of Columbia,DC,712816,86567,20510,38.89,-77.01
491,11001,District of Columbia,DC,712816,86567,20511,38.97,-77.05
492,11001,District of Columbia,DC,712816,86567,20515,38.89,-77.03
493,11001,District of Columbia,DC,712816,86567,20520,38.89,-77.05
494,11001,District of Columbia,DC,712816,86567,20521,38.89,-77.03
495,11001,District of Columbia,DC,712816,86567,20522,38.89,-77.03
496,11001,District of Columbia,DC,712816,86567,20523,38.89,-77.03
497,11001,District of Columbia,DC,712816,86567,20524,38.89,-77.03
498,11001,District of Columbia,DC,712816,86567,20525,38.89,-77.03
499,11001,District of Columbia,DC,712816,86567,20526,38.89,-77.03
500,11001,District of Columbia,DC,712816,86567,20527,38.89,-77.03
501,11001,District of Columbia,DC,712816,86567,20528,38.89,-77.02
502,11001,District of Columbia,DC,712816,86567,20529,38.89,-77.01
503,11001,District of Columbia,DC,712816,86567,20530,38.89,-77.03
504,11001,District of Columbia,DC,712816,86567,20531,38.89,-77.03
505,11001,District of Columbia,DC,712816,86567,20532,38.89,-77.03
506,11001,District of Columbia,DC,712816,86567,20533,38.89,-77.03
507,11001,District of Columbia,DC,712816,86567,20534,38.89,-77.03
508,11001,District of Columbia,DC,712816,86567,20535,38.89,-77.02
509,11001,District of Columbia,DC,712816,86567,20536,38.89,-77.03
510,11001,District of Columbia,DC,712816,86567,20537,38.89,-77.03
511,11001,District of Columbia,DC,712816,86567,20538,38.89,-77.03
512,11001,District of Columbia,DC,712816,86567,20539,38.89,-77.03
513,11001,District of Columbia,DC,712816,86567,20540,38.89,-77.0
514,11001,District of Columbia,DC,712816,86567,20541,38.89,-77.03
515,11001,District of Columbia,DC,712816,86567,20542,38.89,-77.03
516,11001,District of Columbia,DC,712816,86567,20543,38.89,-77.03
517,11001,District of Columbia,DC,712816,86567,20544,38.89,-77.03
518,11001,District of Columbia,DC,712816,86567,20546,38.89,-77.03
519,11001,District of Columbia,DC,712816,86567,20547,38.89,-77.03
520,11001,District of Columbia,DC,712816,86567,20548,38.89,-77.03
521,11001,District of Columbia,DC,712816,86567,20549,38.89,-77.03
522,11001,District of Columbia,DC,712816,86567,20551,38.89,-77.05
523,11001,District of Columbia,DC,712816,86567,20552,38.89,-77.03
524,11001,District of Columbia,DC,712816,86567,20553,38.89,-77.02
525,11001,District of Columbia,DC,712816,86567,20554,38.89,-77.03
526,11001,District of Columbia,DC,712816,86567,20555,38.89,-77.03
527,11001,District of Columbia,DC,712816,86567,20557,38.89,-77.03
528,11001,District of Columbia,DC,712816,86567,20558,38.89,-77.03
529,11001,District of Columbia,DC,712816,86567,20559,38.89,-77.03
530,11001,District of Columbia,DC,712816,86567,20560,38.89,-77.03
531,11001,District of Columbia,DC,712816,86567,20565,38.89,-77.02
532,11001,District of Columbia,DC,712816,86567,20566,38.9,-77.06
533,11001,District of Columbia,DC,712816,86567,20570,38.89,-77.03
534,11001,District of Columbia,DC,712816,86567,20571,38.89,-77.03
535,11001,District of Columbia,DC,712816,86567,20572,38.89,-77.03
536,11001,District of Columbia,DC,712816,86567,20573,38.89,-77.03
537,11001,District of Columbia,DC,712816,86567,20575,38.89,-77.03
538,11001,District of Columbia,DC,712816,86567,20576,38.89,-77.03
539,11001,District of Columbia,DC,712816,86567,20577,38.89,-77.03
540,11001,District of Columbia,DC,712816,86567,20578,38.89,-77.03
541,11001,District of Columbia,DC,712816,86567,20579,38.89,-77.03
542,11001,District of Columbia,DC,712816,86567,20580,38.89,-77.03
543,11001,District of Columbia,DC,712816,86567,20581,38.89,-77.03
544,11001,District of Columbia,DC,712816,86567,20585,38.89,-77.03
545,11001,District of Columbia,DC,712816,86567,20586,38.89,-77.03
546,11001,District of Columbia,DC,712816,86567,20590,38.89,-77.03
547,11001,District of Columbia,DC,712816,86567,20591,38.89,-77.03
548,11001,District of Columbia,DC,712816,86567,20593,38.87,-77.01
549,11001,District of Columbia,DC,712816,86567,20594,38.89,-77.03
550,11001,District of Columbia,DC,712816,86567,20597,38.89,-77.03
551,11001,District of Columbia,DC,712816,86567,20599,38.89,-77.03
552,11001,District of Columbia,DC,712816,86567,56901,38.9,-77.04
553,11001,District of Columbia,DC,712816,86567,56902,38.89,-77.03
554,11001,District of Columbia,DC,712816,86567,56904,38.89,-77.03
555,11001,District of Columbia,DC,712816,86567,56915,38.92,-76.99
556,11001,District of Columbia,DC,712816,86567,56920,38.9,-77.04
557,11001,District of Columbia,DC,712816,86567,56933,38.86,-76.99
558,11001,District of Columbia,DC,712816,86567,56944,38.86,-76.99
559,11001,District of Columbia,DC,712816,86567,56945,38.89,-77.03
560,11001,District of Columbia,DC,712816,86567,56950,38.89,-77.03
561,11001,District of Columbia,DC,712816,86567,56965,38.89,-77.03
562,11001,District of Columbia,DC,712816,86567,56972,38.86,-76.99
563,51036,Charles City,VA,6821,51498,23147,37.36,-77.04
